prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00FD1DBC-0D26-E111-BD0E-31FBE7E4FC25,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313903,UPT SD NEGERI 3 TURATEA,40313903,Sunggu Manai,PAITANA,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,Nomor 25 TAHUN 2021,21-05-1957,Nomor 25 TAHUN 2021,01-01-1910,Lihat SK Operasional,2021-08-18 12,C,"2,193",1. Telkom Astinet,2. XL (GSM),PLN,,,sdn.sunggumanai@yahoo.com,http,-5.584700000000,119.789100000000,12,112,108,8,Pagi/6 hari,,2022/2023-2,0,8,0,1,2,6,0,0,6,6,1,4,1,6,6,0,11,1,0,0,3,3,2,3,1,3,9,SD 2013,,,,Telkom Astinet,1,1,2,1,1,2
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60221EBC-0D26-E111-9EB3-013FDFDF993D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313690,UPT SD NEGERI 4 TURATEA,40313690,Jombe,JOMBE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,Nomor 25 tahun 2021,01-01-1958,,01-01-1910,Lihat SK Operasional,2021-08-18 14,B,"2,528",1. -,2. -,PLN,,,sdnjombe@gmail.com,,-5.621900000000,119.773700000000,10,89,63,6,Pagi/6 hari,,2022/2023-2,900,3,0,1,2,7,0,0,3,3,0,5,2,6,4,1,9,0,1,0,1,1,3,2,2,1,9,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C05948BC-0D26-E111-816C-47271E209594,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313693,UPT SD NEGERI 5 TURATEA,40313693,Ganrang Batu,KAYULOE TIMUR,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,25 Tahun 2021,01-01-1956,425.2/1125-a/DIKBUD-JP/X/2017,20-10-2017,Lihat SK Operasional,2023-04-09 04,B,"2,736",1. Telkomsel Flash,2. Lainnya,PLN,,,sdn47grb@gmail.com,,-5.636600000000,119.764100000000,12,62,69,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,7,0,0,5,5,2,2,3,8,4,0,6,6,1,0,5,0,3,1,2,5,7,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0461EBC-0D26-E111-9E02-11ED09811773,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313691,UPT SD NEGERI 6 TURATEA,40313691,Pabentengan,KAYULOE BARAT,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,25 Tahun 2021,01-01-1960,25 Tahun 2021,01-01-1910,Lihat SK Operasional,2021-08-18 12,B,"5,000",1. -,2. Smartfren,PLN,123456789,,Pabentengan80@gmail.com,http,-5.627900000000,119.750300000000,12,74,42,6,Pagi/6 hari,,2022/2023-2,900,6,0,2,0,7,0,0,5,7,1,2,2,4,8,1,6,5,3,0,1,3,0,3,2,6,6,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/104E46BC-0D26-E111-A102-F198A7F1718A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313694,UPT SD NEGERI 7 TURATEA,40313694,Bontosunggu,BUNGUNGLOE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,11220708620211,22-01-1962,421.1/        /Dikbud-JP/III/2018,08-03-2018,Lihat SK Operasional,2021-08-18 12,B,"2,450",1. Smartfren,2. Telkomsel Flash,PLN,,,sdn88bontosungguptn@gmail.com,,-5.607600000000,119.787000000000,9,44,38,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,6,0,0,3,6,0,3,0,5,4,0,6,3,0,1,2,4,1,1,0,3,6,SD 2013,,,,Smartfren,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/607946BC-0D26-E111-8EBF-1342D5991F69,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313696,UPT SD NEGERI 8 TURATEA,40313696,Parasangan Beru,PA RASANGANG BARU,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-12-1965,420/1034/DISDIKBUD-JP,03-08-2021,Lihat SK Operasional,2021-09-13 07,B,"1,815",1. -,2. -,PLN,085255813412,,Arifiputra9048@gmail.com,http,-5.613400000000,119.764700000000,10,51,47,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,0,7,0,0,3,3,1,1,5,6,4,0,6,4,1,1,2,0,0,1,5,5,5,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D05A1FBC-0D26-E111-8F79-63C4C93B7853,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313695,UPT SD NEGERI 9 TURATEA,40313695,Bontomatene,BONTOMATENE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,NOMOR 25 TAHUN 2021,01-01-1910,,01-01-1910,Lihat SK Operasional,2021-08-18 14,C,"15,000",1. -,2. Telkomsel Flash,PLN,,,sdnegeri92tonrowa@gmail.com,,-5.614400000000,119.756100000000,9,62,51,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,1,5,0,0,4,5,0,0,4,4,5,0,6,3,2,1,2,0,0,1,3,3,6,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3011C4BF-0D26-E111-AF01-1990EC92B3CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313894,UPT SMP NEGERI 1 TURATEA,40313894,Jl. Sungai Kelara,PAITANA,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,160/SK/B.III,25-10-1961,160/SK/B.III,25-10-1961,Lihat SK Operasional,2021-09-02 11,A,"6,756",1. -,2. Telkom Speedy,PLN,,041923312,adhylengu@gmail.com,,-5.583400000000,119.789100000000,20,103,120,9,Pagi/6 hari,,2022/2023-2,"1,200",18,2,1,8,10,0,0,10,11,0,5,4,8,12,0,13,7,1,3,9,2,2,2,1,5,15,SMP 2013,3,3,3,Tidak Ada,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0923EC0-0D26-E111-A861-89D3E8AC4214,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313698,UPT SMP NEGERI 2 TURATEA,40313698,Jl. Al-Bahra No. 1 Kampung Beru,BULULOE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,58A,10-03-2004,08 tahun 2005,17-01-2005,Lihat SK Operasional,2021-08-18 14,A,"16,500",1. Lainnya (Satelit),2. Telkomsel Flash,PLN,,,smpnegeri2turatea@gmail.com,,-5.580500000000,119.745800000000,23,117,122,9,Pagi/6 hari,,2022/2023-2,"2,000",12,1,1,4,11,1,0,11,13,0,9,1,9,14,0,20,3,1,6,7,4,4,1,0,3,20,SMP 2013,3,3,3,Lainnya (Satelit),,,,,,
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50D124C6-0D26-E111-BE55-6711A58216F9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313697,UPT SMP NEGERI 3 TURATEA,40313697,Parasangang Beru,PA RASANGANG BARU,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-09-2004,,01-01-1910,Lihat SK Operasional,2021-09-02 11,B,"1,750",1. -,2. -,PLN,,,spentri_turatea@yahoo.com,,-5.614300000000,119.763900000000,12,34,18,3,Siang/6 hari,,2022/2023-2,450,6,1,1,0,5,0,0,7,8,0,3,1,5,7,0,11,1,1,5,1,2,2,0,1,3,9,SMP 2013,1,1,1,Tidak Ada,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80981817-8E42-E211-B00B-51980B6EE5C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40316648,UPT SMP NEGERI 4 TURATEA,40316648,Pabentengan,KAYULOE BARAT,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,192/VII/2008,17-07-2008,,01-01-1910,Lihat SK Operasional,2023-03-15 08,B,"6,104",1. -,2. Telkomsel Flash,PLN,,,dhidin_lewa@yahoo.com,,-5.627200000000,119.764100000000,14,39,37,3,Pagi/6 hari,,2022/2023-2,"2,200",3,1,2,2,5,1,0,8,10,0,3,1,7,7,0,11,3,1,5,4,2,2,0,0,3,11,SMP 2013,1,1,1,Tidak Ada,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/704C9515-6200-E211-8E60-CDD9810D726A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40318321,UPT SMP NEGERI 5 TURATEA,40318321,Pitape Desa Bungungloe,BUNGUNGLOE,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1805.2/C.3/DS/2008,10-11-2008,873/C3/KEP.USB/2008,13-05-2008,Lihat SK Operasional,2021-08-18 12,B,"6,420",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sulkarniasul@gmail.com,,-5.605100000000,119.791100000000,9,19,15,3,Pagi/6 hari,,2022/2023-2,900,3,0,1,1,5,0,0,4,6,1,1,1,3,6,0,7,2,1,1,5,0,1,0,1,4,5,SMP 2013,1,1,1,Telkomsel Flash,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/207D9515-6200-E211-B452-4F9FDA6BE91B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69726565,UPT SMP NEGERI 6 TURATEA,69726565,Parang-parang,MANGEPONG,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,421.9/1073/DP.JP/VII/2012,27-02-2012,420/III8/DISDIKBUD-JP,01-01-1910,Lihat SK Operasional,2021-09-02 12,C,"6,000",1. Telkomsel Flash,2. Indosat IM3,PLN,,,smpnegerienamturatea@gmail.com,,-5.590900000000,119.753500000000,12,43,37,4,Pagi/6 hari,,2022/2023-2,900,5,1,1,2,5,0,1,7,9,0,3,0,3,9,1,9,2,1,4,4,1,1,1,0,6,6,SMP 2013,1,1,2,Telkomsel Flash,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Turatea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/81F98541-9E40-4CCC-AD6A-06E0E2F3C2CA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69815399,UPT SMP NEGERI 7 TURATEA,69815399,Mattoanging,LANGKURA,KEC. TURATEA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,Kemitraan Pendidikan Aust,05-03-2013,25 Tahun 2021,12-01-2014,Lihat SK Operasional,2021-08-18 12,C,"30,000",1. -,2. -,PLN,,,smpn7torathea@gmail.com,,-5.598100000000,119.773700000000,16,56,40,4,Pagi/6 hari,,2022/2023-2,800,6,1,1,2,6,0,0,10,14,0,1,1,3,13,0,13,3,6,4,1,3,1,0,1,5,11,SMP 2013,1,2,1,Tidak Ada,,,,,,
