prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7AC785AB-5DAA-4687-9E0F-C3A0E0A45A5C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018779,Nanjing Polytechnic Institute,70018779,"No.625, Geguan Road, Dachang, Luhe District, Nanjing City,Jiangsu Province,P.R.C",AULANI,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0830/Belmawa/Kep/IJLN/2020,18-06-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F05C7AA-9ABA-4E52-A720-C1D0C497844E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018788,Nanyang Polytechnic,70018788,"180 Ang Mo Kio Ave 8, Singapore 569830",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1732/Belmawa/Kep/IJLN/2021,06-06-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/459AF626-95C7-484A-A252-514533B2E825,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70018977,Ouachita Baptist University,70018977,"410 Ouachita St. Arkadelphia, AR 71998",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,0259/BELMAWA/KEP/IJLN/2018,16-01-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DB89C948-39C8-4067-8E80-F509C8357C8B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019341,Pontifical University Antonianum,70019341,"Via Merulana, 124, 00185 Roma RM, Italy",AULANI,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1582/Belmawa/Kep/IJLN/2020,24-07-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B9659212-0A65-4913-B10F-4D9327BA4562,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019365,Poznan University Of Life Sciences,70019365,"Wojska Polskiego 28, 60-637 Poznan, Poland",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,3506/Belmawa/Kep/IJLN/2021,03-11-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90497267-DF7F-4475-A1DA-36C8EE196F6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019534,Seattle Central College,70019534,"1701 Broadway, Seattle, WA 98122, United States",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,3547/Belmawa/Kep/IJLN/2021,05-11-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D1A7632F-2036-4B1F-B2A3-128157C804A8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70019535,Seattle Pacific University,70019535,"3307 3rd Ave W, Seattle, WA 98119, United States",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,0758/Belmawa/Kep/IJLN/2021,28-02-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FC37B95A-31C5-47ED-89AA-26DB08ACEECF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020706,Shenyang Aerospace University,70020706,"37 Daoyi S St, Shenbei, Shenyang, Liaoning, China, 110136",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1946/Belmawa/Kep/IJLN/2020,01-09-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00060C1C-3BC7-4847-9A20-185035262B84,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020708,Shenyang Normal University,70020708,"253 Huanghe N St, Huanggu District, Shenyang, Liaoning",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0882/BELMAWA/Kep/IJLN/2017,27-02-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F45A1CE9-32B6-4CBE-AB8E-20FD103510B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70020739,Singapore Polytechnic,70020739,"500 Dover Rd, Singapore 139651",KERENA,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,NEGERI,Politeknik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0801/Belmawa/Kep/IJLN/2021,28-02-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00F6D4C7-7F7E-4D9A-84F0-08A25592B2D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021876,Sydney International Business Network College,70021876,"140 Elizabeth St, Sydney NSW 2000, Australia",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1837/Belmawa/Kep/IJLN/2021,28-08-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DBFA278D-34B7-48D8-9170-3C7EBEB5C170,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021931,Texas A&M University–Commerce,70021931,"2200 Campbell St, Commerce, TX 75428, United States",MARLO,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,703/Kep.Dikti/IJLN/2004,15-06-2004,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B4A65BFA-B536-4EF0-B3EB-931807C5EC15,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021974,The Istituto Europeo di Design,70021974,"Via Pompeo Leoni, 3, 20100 Milano MI, Italy",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,2792/Dikti/Kep/IJLN/2014,07-08-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA1874CB-97B4-4714-8B59-CAF4D7BAA14B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70021995,The Professional School of Psychology,70021995,"3550 Watt Ave #140, Sacramento, CA 95821, United States",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,0283/Belmawa/Kep/IJLN/2021,21-01-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF49AC71-69D3-4B80-BF6E-B7E6A73BAC4C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022044,The University of Oulu,70022044,"Pentti Kaiteran katu 1, 90014 Oulu, Finland",PURUGI,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,NEGERI,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0767/BELMAWA/KEP/IJLN/2017,21-02-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE75DDBD-D2EA-4D27-8BF2-505B8DFEFD7C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022073,Tiasnimbas Business School,70022073,"Warandelaan 2, 5037 AB Tilburg, Netherlands",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Sekolah Tinggi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,4713/Belmawa/Kep/IJLN/2018,28-11-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6196E795-D578-4A0F-9E91-812063232662,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022103,Tomas Bata University in Zlin,70022103,"T. G. Masaryka 5555, 760, Czechia",MARLO,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,0642/Belmawa/Kep/IJLN/2016,18-02-2016,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DDA51F22-FFAB-4EE5-AD4B-86D951F43C6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022106,Torch Trinity Graduate University,70022106,"South Korea, Seoul, Seocho-gu, Yangjae 1(il)-dong, ???? 31? 70",AULANI,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1907/Belmawa/Kep/IJLN/2019,01-07-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3946B95-48F1-46FC-9761-838D2B38578F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022147,Ueno Gakuen University,70022147,"4 Chome-24-12 Higashiueno, Taito City, Tokyo 110-0015,",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,4234/Belmawa/Kep/IJLN/2018,29-10-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/994F0CD9-7F5E-4A47-9C8C-6D0841F9F1BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022151,Ulsan National Institute of Science and Technology,70022151,"50 UNIST-gil, Eonyang-eup, Ulju-gun, Ulsan, South Korea",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1454/BELMAWA/KEP/IJLN/2017,06-04-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E9412038-0ED3-4D9B-9448-8B5AEEB30891,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022153,Uludag Universitesi,70022153,"Özlüce Görükle Kampüsü, 16059 Nilüfer/Bursa, Turkey",KERENA,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,2553/Belmawa/Kep/IJLN/2018,07-08-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E8EFB91-B177-46C2-8670-DBE988238E51,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022180,Universidad Catolica San Antonio De Murcia,70022180,"Av. de los JerÃ³nimos, 135, 30107 Guadalupe, Murcia, Spanyol",AULANI,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0013/Belmawa/Kep/IJLN/2019,02-01-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B3C0C428-6A7E-4588-9D9B-5CDA78659E17,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022182,Universidad de Barcelona,70022182,"Gran Via de les Corts Catalanes, 585, 08007 Barcelona, Spain",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1858/Belmawa/Kep/IJLN/2020,28-08-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9FDB00EF-46DC-43AA-B8EC-5E54E162AAA6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022184,Universidad De Huelva,70022184,"Calle Dr. Cantero Cuadrado, 6, 21004 Huelva, Spain",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,5967/Belmawa/Kep/IJLN/2018,07-06-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7A9598A6-CBD3-4928-985C-4B20AA5314C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022595,Universitas Sinnar,70022595,,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1623/2018,20-03-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3BCBDB81-6902-466D-8705-525C8FD2BC02,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022673,Universitat Rovira I Virgili,70022673,"Carrer de l'Escorxador, s/n, 43003 Tarragona, Sepanyol",MARLO,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,4690/Belmawa/Kep/IJLN/2019,31-12-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A80B96A-E233-42AB-AB15-32D696570CCB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022674,Universitat Salzburg,70022674,"Salzburg municipality, Salzburg state, Austria",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,3752/Belmawa/Kep/IJLN/2018,11-10-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5B3FA73-A1A4-47EB-9418-5D0505E1155D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022773,Universite Polytechnique Hauts-De-France,70022773,,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,1639/Belmawa/Kep/IJLN/2021,25-05-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EA1F798F-5703-44CD-B9F8-E02FE7FF7898,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022805,Universiti Pertahanan Nasional Malaysia,70022805,"Kem, Sungai Besi, 57000 Kuala Lumpur, Malaysia",KERENA,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,3194/Belmawa/kep/IJLN/2019,02-10-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF402997-D3CA-465F-8C11-B818ECC124F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022813,Universiti Teknologi Brunei,70022813,"Jalan Tungku Link, Mukim Gadong A, BE1410, Brunei",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,4918/Belmawa/Kep/IJLN/2018,18-12-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B54554C7-777D-4674-9783-479C1D2229D7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70022923,University of Cyberjaya,70022923,"Persiaran Bestari, Cyber 11, 63000 Cyberjaya, Selangor, Malaysia",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1117/Belmawa/Kep/IJLN/2021,12-04-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E1FD9FB-A5D3-4623-BE46-956C8A1A0BB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023017,"University of London, Royal Holloway and Bedford New College",70023017,"Egham Hill, Egham TW20 0EX, United Kingdom",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,2453/Belmawa/Kep/IJLN/2018,06-08-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C26506A-1F53-46B0-BC19-004535B706DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023093,University of Palestine,70023093,Al-Zahra,AULANI,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,123,20-10-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/76ECA316-644A-44AB-B6A2-8727C5D3B7AF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023094,University of Pannonia,70023094,8200 Hungary,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,3882/Belmawa/Kep/IJLN/2018,16-10-2018,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2B28DA0-D796-4876-BDDE-B3B1B15FFDF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023106,University of Porto,70023106,"Praça de Gomes Teixeira, 4099-002 Porto, Portugal",PURUGI,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,NEGERI,Akademik,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1870/BELMAWA/KEP/IJLN/2017,29-05-2017,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/77CDF45B-5D34-41E3-9E74-A62073267585,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023121,University of Rovira i Virgili,70023121,"Tarragona, Reus, Vila-seca, Tortosa and El Vendrell, Spain",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,4690/Belmawa/Kep/IJLN/2019,13-12-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E729456A-A1AB-43E7-8F8A-BD4AA1A86A52,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023141,University of South Los Angeles,70023141,"Los Angeles, CA 90007, Amérika Sarékat",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,3199/Belmawa/Kep/IJLN/2021,20-09-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79A99D66-6E5C-45A2-8362-227251617B9C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023283,Vistula School of Hospitality,70023283,"Stoklosy 3, 02-787 Warszawa, Poland",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Institut,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1210/Belmawa/Kep/IJLN/2021,12-04-2021,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C38AB9B7-6506-4B08-8252-2182BAB4853B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023364,Wilmington University,70023364,"320 N Dupont Hwy, New Castle, DE 19720, United States",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,2495/Dikti/Kep/IJLN/2014,30-06-2014,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2499C3B4-7AC3-488C-BED4-6DCF406B3172,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023367,Winthrop University,70023367,,KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,0524/Dikti/Kep/IJLN/2010,02-03-2010,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BCB13E90-003C-43D2-A367-02CAB8ABE36B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023378,Wuhan University of Technology,70023378,"1040 Heping Ave, Wuchang District, Wuhan, Hubei, China",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0317/Belmawa/Kep/IJLN/2019,29-01-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27397C38-B9A1-41D2-BD71-EBC8F3E22EB1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023394,Yangzhou University,70023394,"Hanjiang, Yangzhou, Jiangsu, China",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1583/Belmawa/Kep/IJLN/2019,21-05-2019,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
Papua Pegunungan,Kab. Tolikara,Kanggime,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BCE8D0F-8297-42CE-83BE-B400FCC04BE0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023420,Zuyd University of Applied Sciences,70023420,"Nieuw Eyckholt 300, 6419 DJ Heerlen, Netherlands",KEC. KANGGIME,KAB. TOLIKARA,PROV. PAPUA PEGUNUNGAN,INDONESIA,SWASTA,Universitas,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,475/E2/KM/2020,01-04-2020,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,
