prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10B8EB30-74FE-E111-91B4-3FAC3F1511B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314587,UPT SD NEGERI 29 RUMBIA,40314587,Rumbia,LOKA,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Nomor 33 Tahun 2016,27-01-2016,420/DISDIKBUD-JP,27-01-2016,Lihat SK Operasional,2021-08-28 07,C,2.000 m2,1. Indosat IM3,2. Lainnya,PLN,,,sdkbt.tino@yahoo.com,,-5.442600000000,119.912000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0E232BC-0D26-E111-AAE2-A91645157B9E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301782,UPT SD NEGERI 3 RUMBIA,40301782,Boro,TOMPOBULU,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,05-06-1941,420/952/DISDIKBUD-JP,03-08-2021,Lihat SK Operasional,2021-09-02 11,B,1.575 m2,1. -,2. -,PLN,,,sdn38@gmail.com,,-5.549300000000,119.694000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/409633BC-0D26-E111-8C19-E77308FC6617,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301803,UPT SD NEGERI 4 RUMBIA,40301803,Pattiro,BONTOMANAI,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,088/DP-MN/JP/IV/1960,01-04-1960,420/953/DISDIKBUD-JP,03-08-2021,Lihat SK Operasional,2021-08-27 09,B,2.057 m2,1. -,2. -,PLN,,,,,-5.528500000000,119.562300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10BA34BC-0D26-E111-80DE-6B82ECEC436D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301800,UPT SD NEGERI 5 RUMBIA,40301800,Jl. Pendidikan Pakere Dusun Borongloe,PALLANTIKANG,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421-5/58/DP/VIII/JP/1962,07-08-1962,NOMOR 25 TAHUN 2021,03-06-2021,Lihat SK Operasional,2021-08-18 14,B,10.000 m2,1. -,2. -,PLN,081654,,sdnegerino.70tiu@gmail.com,http,-5.483200000000,119.877200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10E248BC-0D26-E111-B2A5-2BE85AA61202,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313680,UPT SD NEGERI 6 RUMBIA,40313680,BISANTI,BONTO CINI,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,25 Tahun 2021,03-06-2021,25 Tahun 2021,03-06-2021,Lihat SK Operasional,2021-09-02 11,B,1.507 m2,1. -,2. Lainnya,PLN,,,sdn71balangerasa@gmail.com,,-5.463100000000,119.858500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00BD33BC-0D26-E111-AA2E-65FAD53A3789,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301913,UPT SD NEGERI 7 RUMBIA,40301913,Kambutta Toa,UJUNG BULU,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,31-12-1962,420/956/DISDIKBUD-JP,03-08-2021,Lihat SK Operasional,2021-08-22 11,B,1.200 m2,1. -,2. -,PLN,,,sdn72kambuttatoa@gmail.com,,-5.421800000000,119.907000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C02B37BC-0D26-E111-9128-F7898B75EBB0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301799,UPT SD NEGERI 8 RUMBIA,40301799,Kambutta Beru,JENETALLASA,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421-28/DP-MN/XII/1961,31-12-1961,421.9/487.b/DIKPORA-JP/IV/2013,15-04-2013,Lihat SK Operasional,2021-08-23 09,C,1.440 m2,1. -,2. -,PLN,,,,,-5.432900000000,119.903600000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/300B33BC-0D26-E111-AF4F-79EAA91023E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301885,UPT SD NEGERI 9 RUMBIA,40301885,Garege,KASSI,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,312/JP/12/1973,31-12-1973,420 / 958 / DISDIKBUD-JP,03-08-2021,Lihat SK Operasional,2021-09-06 01,B,1.295 m2,1. Smartfren,2. Telkomsel Flash,PLN,,,sdngarege74@gmail.com,,-5.453400000000,119.887800000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8028C1BF-0D26-E111-AB03-3710B72A63B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301875,UPT SMP NEGERI 1 RUMBIA,40301875,Rumbia,RUMBIA,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0389/O/1990,01-01-1910,420/1106/DISDIKBUD-JP,01-01-1910,Lihat SK Operasional,2021-09-02 11,B,20.240 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smpn1rumbia@yahoo.com,,-5.503700000000,119.853100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30C43EC0-0D26-E111-A8BE-0DD1615A0BDC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313684,UPT SMP NEGERI 2 RUMBIA,40313684,Jl. Pendidikan No. 3 Boro,TOMPOBULU,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,505/127/KTRW/2004,01-12-2004,420/1105/DISDIKBUD-JP,04-08-2021,Lihat SK Operasional,2021-08-19 11,C,6.000 m2,1. -,2. -,PLN,,,sabdaokkeh@gmail.com,http,-5.438300000000,119.879200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20845CC5-0D26-E111-B2A7-65856E6B9273,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313681,UPT SMP NEGERI 4 RUMBIA,40313681,Rumbia,KASSI,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,05-03-2007,,01-01-1910,Lihat SK Operasional,2021-09-02 11,C,6.709 m2,1. Telkomsel Flash,2. Jardiknas,PLN,0,0,rumbiasmpn4@gmail.com,,-5.453200000000,119.888500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/200DE217-B00B-E211-89E4-2B5EAE6945B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40316129,UPT SMP NEGERI SATAP 3 RUMBIA,40316129,Kacicci,JENETALLASA,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0,01-01-1910,25 TAHUN 2021,01-01-1910,Lihat SK Operasional,2022-07-22 06,C,1.610 m2,1. Telkomsel Flash,2. Lainnya (Kabel),PLN,0,,s.pd_mujahid@yahoo.co.id,,-5.422900000000,119.913500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0889615-6200-E211-9FEE-7932F545A3CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40314628,UPT SMP NEGERI SATAP 5 RUMBIA,40314628,Sarroanging,BONTOMANAI,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,92.a/VI/2007,28-10-2007,26/I06.5.4/238/III/2007,28-10-2007,Lihat SK Operasional,2021-09-02 11,B,3.849 m2,1. -,2. -,PLN,,,smpn.05.rumbia@gmail.com,,-5.479800000000,119.852300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Jeneponto,Rumbia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20689615-6200-E211-AD5C-E173EFA63C35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40316128,UPT SMP NEGERI SATAP 6 RUMBIA,40316128,JL. Poros Pabaeng-baeng-Bantaeng Dusun Bonto Sunggu,LEBANG MANAI,KEC. RUMBIA,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,431/DPMN/JP/III/2007,27-03-2007,NOMOR 25 TAHUN 2021,03-06-2021,Lihat SK Operasional,2021-08-18 12,B,35.000 m2,1. -,2. -,PLN,085255331479,,smpn6rumbia@gmail.com,http,-5.518700000000,119.863300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
