prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60F9F1B5-8C18-E111-A62D-172260C4755E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515155,UPT SD NEGERI JABUNG,20515155,Jalan Brantas No. 13,JABUNG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,04-01-1982,,04-01-1982,Lihat SK Operasional,2022-10-05 10,B,"3,333",1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,sdn_jabung_talun@yahoo.co.id,http,-8.133400000000,112.259200000000,6,41,38,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,4,1,0,1,3,2,0,1,3,3,1,3,2,0,1,3,0,1,0,1,1,5,5,1,0,0,1,0,0,0,Telkomsel Flash,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A05CF0B5-8C18-E111-85F5-7D95E809DD4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515154,UPT SD NEGERI JAJAR 01,20515154,Jajar,JAJAR,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1981,,01-01-1981,Silakan Upload SK,,B,0,1. Telkom Speedy,2. Telkom Speedy,PLN,0,03425695571,sdnjajar1talun@yahoo.com,,-8.067500000000,112.296400000000,7,57,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,1,5,0,1,6,0,0,1,4,3,0,5,2,1,2,1,2,0,0,1,3,4,0,6,0,0,0,1,0,0,Telkom Speedy,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2072F0B5-8C18-E111-A04F-D7DA391E15BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515153,UPT SD NEGERI JAJAR 02,20515153,Jl. Besole,JAJAR,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,17-07-1974,,17-07-1974,Silakan Upload SK,,B,"2,709",1. -,2. Telkom Speedy,PLN,0,5696622,sdnjajar02talun@yahoo.co.id,,-8.075700000000,112.293800000000,6,27,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,450,6,0,1,0,3,3,0,0,4,0,0,2,5,1,0,4,2,2,1,0,0,0,1,2,0,6,0,6,0,0,0,1,0,0,Tidak Ada,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0011F2B5-8C18-E111-A282-EB8ACAFFCC7A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514959,UPT SD NEGERI JEBLOG,20514959,Jalan Singajaya,JEBLOG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1982,TIDAK ADA,21-12-1933,Silakan Upload SK,,B,"2,710",1. -,2. Telkom Speedy,PLN,,0342442098,uptsdjeblog@gmail.com,,-8.120100000000,112.262600000000,7,53,47,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,8,0,2,1,4,3,0,0,3,0,2,2,5,2,0,5,2,1,1,2,0,1,2,0,2,5,2,6,0,0,0,0,2,0,Tidak Ada,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4062F1B5-8C18-E111-88D9-C16A197F78F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514948,UPT SD NEGERI KAMULAN 01,20514948,JL.KAWI NO.28 A,KAMULAN,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Dd 039882,01-01-1962,PERBUB NO. 64 TAHUN 2021,25-10-2021,Lihat SK Operasional,2023-04-10 10,B,"1,200",1. -,2. Telkom Speedy,PLN,,0342693701,sdnkamulansatutalun@gmail.com,,-8.077800000000,112.287600000000,5,31,44,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,0,1,3,1,0,1,2,0,2,1,4,1,0,4,1,1,0,2,0,0,1,1,2,3,6,0,0,0,0,0,0,0,Tidak Ada,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D087F1B5-8C18-E111-AF2D-595ACBAC548D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514947,UPT SD NEGERI KAMULAN 02,20514947,JL. SEMERU NO. 56,KAMULAN,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1976,,01-01-1910,Silakan Upload SK,,B,0,1. Indosat IM3,2. Telkom Speedy,PLN,,,sdn_kamulan02_talun@yahoo.com,,-8.079900000000,112.288500000000,6,48,39,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,2,2,0,2,4,0,1,1,3,3,0,5,1,1,2,1,1,0,0,1,2,4,2,4,0,0,0,1,0,0,Indosat IM3,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D00BF0B5-8C18-E111-9AD0-FB97832E1CF0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515024,UPT SD NEGERI KAWERON 01,20515024,Jalan Cimandiri No.02,KAWERON,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,05-02-1926,Perbub No 64 Tahun 2021,31-12-1926,Silakan Upload SK (link file tidak valid) => [826277-509049--],2023-05-27 17,B,"1,235",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,,693345,sdn_kaweron_01_talun@yahoo.co.id,,-8.078600000000,112.302300000000,5,42,36,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",6,0,0,2,1,3,0,1,4,0,0,1,2,3,0,5,0,0,2,0,1,1,0,1,1,4,2,4,0,0,0,0,0,0,Telkom Speedy,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0045F0B5-8C18-E111-90B8-072BEAAA88EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20515023,UPT SD NEGERI KAWERON 02,20515023,Jl. Ahmad Dahlan RT 02 RW 05,KAWERON,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1971,,01-01-1971,Silakan Upload SK,,B,"1,057",1. Telkomsel Flash,2. Telkom Speedy,PLN,,03425697151,sdn_kaweron02_talun@yahoo.co.id,,-8.068700000000,112.310700000000,6,58,55,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,2,3,2,0,1,4,0,1,1,3,3,0,5,1,0,2,3,0,0,0,1,2,4,6,0,0,0,1,0,0,0,Telkomsel Flash,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8021F1B5-8C18-E111-A3E0-4B3A9875DF27,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514996,UPT SD NEGERI KENDALREJO 01,20514996,Jalan Raya Kendalrejo RT 02 RW 06 Desa Kendalrejo Kecamatan Talun,KENDALREJO,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1966,,01-01-1910,Silakan Upload SK,,B,"5,871",1. Smartfren,2. Telkom Speedy,PLN,,0342561892,sdn_kendalrejo_01_talun@yahoo.com,,-8.082700000000,112.251400000000,6,90,83,7,SD 2013,Pagi/6 hari,,2022/2023-2,900,7,0,1,4,2,3,0,1,4,0,1,1,3,3,0,6,0,0,2,1,2,0,0,1,1,5,7,0,0,0,0,1,0,0,Smartfren,1,1,1,1,1,2,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E036F1B5-8C18-E111-ACC4-5BFD0F65F296,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514995,UPT SD NEGERI KENDALREJO 02,20514995,Dsn. Pantimulyo Rt.03 Rw.03,KENDALREJO,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1975,,01-01-1910,Silakan Upload SK,,A,875,1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,0,03424564120,sdn_kendalrejo_02_talun@yahoo.co.id,,-8.070400000000,112.253300000000,4,64,46,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,7,0,1,2,1,2,0,1,3,0,1,0,3,1,0,3,1,1,0,2,1,0,0,0,0,4,0,7,0,2,0,1,0,0,Telkomsel Flash,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70A0F2B5-8C18-E111-9A13-93D7B8A2A524,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514994,UPT SD NEGERI KENDALREJO 04,20514994,Jl. Pramuka No. 17 Kendalrejo,KENDALREJO,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,20-07-1982,Perbub Nomor 13 Tahun 2018,23-03-2018,Lihat SK Operasional,2022-10-05 13,B,"5,348",1. -,2. Telkom Speedy,PLN,0,0,sdn.kendalrejo04.talun@gmail.com,,-8.066500000000,112.256400000000,8,63,71,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,2,5,2,0,1,7,0,1,0,3,5,1,6,1,0,1,3,1,2,0,1,2,6,0,6,0,0,0,1,0,0,Tidak Ada,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E04CF1B5-8C18-E111-B140-6D7C4FA98D2D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514273,UPT SD NEGERI PASIRHARJO 01,20514273,Jl. Raya Pasirharjo No.03 RT.01 RW.03,PASIRHARJO,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1946,,01-07-1946,Silakan Upload SK,,B,"4,400",1. -,2. Telkom Speedy,PLN,,5696560,sdnpasirharjo1@gmail.com,,-8.086200000000,112.260900000000,7,81,88,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",10,0,1,1,4,3,0,0,3,2,0,2,5,2,0,7,0,0,0,2,2,1,0,2,2,5,10,0,0,0,1,0,0,0,Tidak Ada,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/207BF2B5-8C18-E111-BCDB-BF1494FB8CDC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514272,UPT SD NEGERI PASIRHARJO 02,20514272,Jl. Achmad Yani No. 43,PASIRHARJO,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,23/409.061/248/2012,01-01-1979,PERBUP BLITAR NOMOR 64 TAHUN 2021,01-01-1979,Lihat SK Operasional,2023-05-25 11,B,0,1. Indosat IM3,2. Lainnya (Wavelan),PLN,0,,sdnpasirharjo2@gmail.com,,-8.102600000000,112.258600000000,7,33,29,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,1,1,2,2,4,0,1,5,0,0,2,3,4,0,4,3,2,2,1,0,0,0,2,1,6,6,0,0,0,1,0,0,0,Indosat IM3,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6027F2B5-8C18-E111-9E67-E3B2DE81CB0B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514156,UPT SD NEGERI SRAGI,20514156,Sragi,SRAGI,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1954,,01-01-1954,Silakan Upload SK,,B,"2,114",1. -,2. Telkom Speedy,PLN,,03425697018,sdnsragitalun@yahoo.co.id,,-8.104600000000,112.294300000000,8,49,36,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",6,0,0,2,5,2,0,1,5,0,3,0,6,2,0,6,2,2,1,4,0,0,0,1,2,6,0,5,1,0,0,0,0,1,Tidak Ada,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3089EFB5-8C18-E111-885A-293FA79AB277,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514612,UPT SD NEGERI TALUN 02,20514612,Talun,TALUN,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1947,421.2/4384/409.101/2017,01-01-1910,Lihat SK Operasional,2022-10-05 11,B,0,1. Lainnya,2. Telkom Speedy,PLN,,0342692095,sdn_talun_02_talun@yahoo.co.id,,-8.089900000000,112.288300000000,8,99,77,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,281",6,0,1,2,5,3,0,0,3,1,4,0,5,3,0,5,3,0,1,5,0,0,1,1,3,5,6,0,0,2,1,0,0,0,Lainnya,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E09EEFB5-8C18-E111-B8B3-4F7E3E0D9DB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514611,UPT SD NEGERI TALUN 03,20514611,Jalan Raya Barat No. 376,TALUN,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1951,,01-01-1970,Silakan Upload SK,,B,"3,000",1. Indosat IM3,2. Telkom Speedy,PLN,,,sdntalun3@yahoo.co.id,,-8.090300000000,112.279700000000,5,61,51,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,9,0,1,6,2,3,0,0,4,0,1,0,4,1,0,3,2,2,1,2,0,0,0,0,2,3,0,9,0,0,1,0,0,0,Indosat IM3,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00CFF2B5-8C18-E111-9536-6F4E8E0E84A9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514195,UPT SD NEGERI TALUN 05,20514195,Talun,TALUN,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1983,,01-01-1983,Silakan Upload SK,,B,"3,000",1. Indosat IM3,2. Lainnya (Wavelan),PLN,,,sdn_talun_05_talun@yahoo.co.id,,-8.094400000000,112.273800000000,8,52,34,6,SD 2013,Siang/6 hari,,2022/2023-2,900,6,0,1,1,2,5,0,1,6,1,1,0,3,5,0,6,2,1,3,2,0,1,0,1,2,6,4,0,2,0,1,0,0,0,Indosat IM3,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30F6F0B5-8C18-E111-A807-B9641B352893,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514587,UPT SD NEGERI TUMPANG 01,20514587,Jl. Anggrek No. 05 RT.001 RW.005 Dusun Tritihrejo,TUMPANG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,07-01-1953,,07-01-1953,Silakan Upload SK,,B,0,1. XL (GSM),2. Telkom Speedy,PLN,,,sdntumpangsatu@gmail.com,,-8.124200000000,112.252800000000,5,26,17,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,2,3,2,0,0,3,1,0,1,3,2,0,4,1,1,0,1,2,0,0,1,0,5,0,2,0,4,0,0,0,0,XL (GSM),1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/000CF1B5-8C18-E111-9523-2F2C6C12DF5F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514586,UPT SD NEGERI TUMPANG 02,20514586,Tumpang,TUMPANG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1974,,01-01-1910,Silakan Upload SK,,C,"2,100",1. Indosat IM3,2. Telkom Speedy,PLN,0,444903,sdn_tumpang_02_talun@yahoo.co.id,,-8.118300000000,112.250400000000,11,88,88,9,SD 2013,Pagi/6 hari,,2022/2023-2,900,11,0,1,2,3,8,0,0,9,0,1,1,4,7,0,10,1,2,4,2,1,1,0,1,2,9,5,6,0,0,0,0,1,0,Indosat IM3,1,1,2,1,2,2,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2058F2B5-8C18-E111-B3DE-A59C3D4C4D95,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514585,UPT SD NEGERI TUMPANG 03,20514585,Tumpang,TUMPANG,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1979,,01-01-1910,Silakan Upload SK,,B,"1,536",1. -,2. Telkom Speedy,PLN,,,sdn_tumpang_03_talun@yahoo.co.id,,-8.132600000000,112.244400000000,7,18,23,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,1,4,0,2,6,0,0,1,2,5,0,6,1,0,3,2,1,0,0,1,5,2,0,3,3,0,0,1,0,0,Tidak Ada,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/601017D9-98D4-E111-B8A9-4F6D84DC15DD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20551735,UPT SD NEGERI WONOREJO 01,20551735,Jl. Brantas Ds. Wonorejo,WONOREJO,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,A,0,1. 3 (Tri),2. Telkom Speedy,PLN,,,sdnwonorejo01_talun@yahoo.co.id,,-8.107600000000,112.289600000000,8,43,56,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,7,0,0,2,4,2,0,2,6,1,1,0,3,5,2,5,1,3,2,2,0,0,1,0,2,6,7,0,0,0,0,0,0,0,3 (Tri),1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/904817D9-98D4-E111-A617-95F605AB30B4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20551736,UPT SD NEGERI WONOREJO 02,20551736,Jl. Bengawan Ds. Wonorejo,WONOREJO,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"1,311",1. Lainnya,2. Telkom Speedy,PLN,0,,sdn_wonorejo_02_talun@yahoo.co.id,,-8.103200000000,112.275900000000,6,56,39,6,SD 2013,Pagi/6 hari,,2022/2023-2,450,6,0,1,1,1,4,0,1,5,0,1,0,4,2,0,5,1,2,0,3,0,0,1,0,2,4,4,2,0,0,1,0,0,0,Lainnya,1,1,1,1,1,1,,,
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20FBC3B9-8C18-E111-BC7D-A19BF41D11DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514414,UPT SMP NEGERI 1 TALUN,20514414,Desa Bendosewu,BENDOSEWU,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0299/0/1982,09-10-1982,B-811/I/MENPAN/9/82,17-09-1982,Lihat SK Operasional,2023-03-17 08,A,"12,317",1. Telkom Speedy,2. Telkom Speedy,PLN,,0342691969,smpn1talun@gmail.com,http,-8.112900000000,112.274500000000,42,445,389,27,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,"7,000",27,3,1,4,29,12,0,1,15,0,8,19,31,11,1,37,4,4,3,2,4,2,8,19,17,25,27,0,0,0,1,0,0,0,Telkom Speedy,,,,,,,9,9,9
Jawa Timur,Kab. Blitar,Talun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D010C4B9-8C18-E111-B4A3-8F0C2EFC87B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20514432,UPT SMP NEGERI 2 TALUN,20514432,RT. 5 RW. 5 Desa Kendalrejo Kec. Talun Kab. Blitar,KENDALREJO,KEC. TALUN,KAB. BLITAR,PROV. JAWA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0216/O/1992,05-05-1992,0216/O/1992,05-05-1992,Silakan Upload SK,,A,"11,157",1. Telkom Speedy,2. Lainnya,PLN,,0342561587,sempata@yahoo.co.id,,-8.077000000000,112.256900000000,35,388,294,23,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,"5,500",29,2,1,6,29,2,0,4,9,0,13,13,27,8,0,31,4,4,1,2,1,3,10,14,16,19,9,18,2,0,1,0,0,0,Telkom Speedy,,,,,,,8,8,7
