prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4DEFFC8E-D73F-441A-B93B-434A17178E9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69961194,SMP IT SJECH M. DJAMIL DJAMBEK,69961194,JL. SJECH M. DJAMIL DJAMBEK,AUR TAJUNGKANG TENGAH SAWAH,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan SURAU INYIAK DJAMBEK BUKITTINGGI,AM0798,29,29-10-2015,421.21/01/DPMPTSPPTK-PP/SM/2017,27-01-2017,Lihat SK Operasional,2017-03-25 10,C,30.000 m2,1. -,2. Telkom Speedy,PLN,,,esempeit.smdd@gmail.com,,-.302171900000,100.376969500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6F7DEB3-EDE6-4648-A49E-9D2E8305C839,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69979150,SMP JAMIYYATUL HUJJAJ,69979150,JL. SUMURAPAK,TAROK DIPO,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Jam'iyyatul Hujjaj,AM0816,09/YJH/V/2017,05-05-2017,420/13/DPMPTSPPTK-PP/PLS/IV-2018,24-04-2018,Lihat SK Operasional,2022-12-21 17,C,1.502 m2,1. -,2. Telkom Speedy,PLN,,,smpjamiyyatulhujjaj@gmail.com,,-.308700000000,100.385700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0FD8779-2FF5-E011-B8F3-F34A5973B111,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307975,SMP NEGERI 1 BUKITTINGGI,10307975,Jl. Jenderal Sudirman No. 1 Bukittinggi,BUKIT CANGANG KAYU RAMANG,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,No. 188.45-42-2004,01-01-1910,,15-08-2012,Silakan Upload SK,,A,2.097 m2,1. -,2. Lainnya (Serat Optik),PLN,075221010,075221010,bukittinggi.smpn1bkt@gmail.com,http,-.309212000000,100.371195000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C01C8879-2FF5-E011-A97D-2BE694AA7958,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307512,SMP NEGERI 2 BUKITTINGGI,10307512,Jl. Pendidikan,TAROK DIPO,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/018/DPMPTSPPTK/IOLP/2022,17-06-2022,420/018/DPMPTSPPTK/IOLP/2022,17-06-2022,Lihat SK Operasional,2022-11-28 12,A,6.106 m2,1. Telkom Astinet,2. Telkom Astinet,PLN,075222878,075222878,smpn2bkt@gmail.com,http,-.314340000000,100.379635000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D00D8879-2FF5-E011-8521-D9591C31DB18,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307976,SMP NEGERI 3 BUKITTINGGI,10307976,JL JAMBAK MUKO NO. 3,BUKIT APIT PUHUN,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,A,14.400 m2,1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0,075234278,smpnegeri3bukittinggi@gmail.com,http,-.301352000000,100.362105000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/302B8879-2FF5-E011-929F-5173C87E8BB3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307978,SMP NEGERI 4 BUKITTINGGI,10307978,Jl. Panorama No. 36,KAYU KUBU,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,034/0/1007,07-03-1997,420/052/DPMPTSPPTK/IOLP/2020,24-11-2020,Lihat SK Operasional,2021-04-30 00,A,7.371 m2,1. -,2. Telkom Speedy,PLN,075222651,075222651,smp4_bkt@yahoo.co.id,http,-.306328000000,100.365667000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0398879-2FF5-E011-A493-4981BBAAE11B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307515,SMP NEGERI 6 BUKITTINGGI,10307515,Jl Syekh M Jamil Jambek,PAKAN KURAI,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0000/BKT/2022,01-01-1957,0000/BKT/2022,01-01-1910,Lihat SK Operasional,2022-10-31 14,B,2.850 m2,1. -,2. Lainnya (Serat Optik),PLN,,075221708,spensixbkt@gmail.com,http,-.302908000000,100.374315000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0488879-2FF5-E011-90D0-4D117720FD90,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307941,SMP NEGERI 8 BUKITTINGGI,10307941,Jl.syekh M. Jamil Jambek Bukittinggi,PAKAN KURAI,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,05-01-1950,,28-10-2010,Silakan Upload SK,,A,2.167 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,0,075221287,negerismp8@gmail.com,http,-.303700000000,100.374000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/107C9379-2FF5-E011-BD40-BFE83980FD95,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307948,SMP PSM BUKITTINGGI,10307948,Jl. Dr. A. Rivai No. 17 Bukittinggi,KAYU KUBU,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN SISWA MINANGKABAU,AM0806,C-353.HT.01.02.TH 2005,18-03-2005,420/033/DPMPTSPPTK/IOLP/2021,21-07-2021,Silakan Upload SK (link file tidak valid) => [764321-490381--],2023-01-30 08,B,3.695 m2,1. -,2. Lainnya (Serat Optik),PLN,075235306,,smp_psm@yahoo.co.id,http,-.302700000000,100.365300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/31A2E2C7-CAEE-4BA2-A4C3-1FC9BD1259E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69953420,SMPIT CAHAYA HATI BUKITTINGGI,69953420,Jl. Padat Karya 2B,BUKIT APIT PUHUN,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Wakaf Izzatul Ummah,AB8629,025,11-09-2008,420/025/DPMPTSPPTK/IOLP/2022,18-07-2022,Silakan Upload SK (link file tidak valid) => [673039-134864--],2022-08-08 05,C,4.166 m2,1. Lainnya,2. Lainnya (Serat Optik),PLN & Diesel,,,smpitcahayahati@gmail.com,http,-.292300000000,100.365500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Barat,Kota Bukittinggi,Guguk Panjang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60139879-2FF5-E011-91C4-95D41752365C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307979,SMPS XAVERIUS,10307979,Jl. Bgd. Azischan No. 11 Bukittinggi,BUKIT CANGANG KAYU RAMANG,KEC. GUGUK PANJANG,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Proyaga Bukittinggi,AM0815,31,26-03-1962,420/034/DPMPTSPPTK/IOLP/2020,17-07-2020,Lihat SK Operasional,2021-01-11 05,A,4.510 m2,1. -,2. Telkom Speedy,PLN,075221476,075221476,smpsxaverius@yahoo.co.id,http,-.310517000000,100.370193000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
