prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2062D411-2CF5-E011-9124-7557C0AAFB2A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216856,UPTD SDN JUMBLENG,20216856,Desa Jumbleng Rt. 03 Rw. 01,JUMBLENG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,421/231,17-01-1976,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 12,A,"1,152",1. 3 (Tri),2. Telkom Speedy,PLN,,,sdnjumbleng@yahoo.co.id,,-6.396400000000,108.183100000000,7,93,73,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,1,2,0,0,5,5,0,0,2,3,4,0,5,2,1,1,2,0,0,2,1,3,4,6,0,0,0,1,0,0,0,SD 2013,,,,3 (Tri),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5078D511-2CF5-E011-9307-17BFB02E708E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216862,UPTD SDN KALIWARU,20216862,Blok KaliWaru,JANGGA,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420. 10.SIP.743/ Kep.26-Sekret,24-02-2016,NOMOR,10-01-2018,Silakan Upload SK (link file tidak valid) => [593085-261118--],2022-02-18 14,B,0,1. Smartfren,2. Telkomsel Flash,PLN,0234505160,0234505160,sdnkaliwaruu@gmail.com,http,-6.422200000000,108.168000000000,5,40,38,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,0,3,0,0,2,2,1,2,0,4,1,0,5,0,0,0,1,1,2,1,0,1,4,6,0,0,0,0,0,0,0,SD 2013,,,,Smartfren,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/605FB711-2CF5-E011-B03A-715E04E8B7E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216643,UPTD SDN KARANGSARI,20216643,Blok Karang Malang,KRIMUN,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.739/Kep.26-Sekret,24-02-2016,1 Tahun 2018,10-01-2018,Silakan Upload SK (link file tidak valid) => [468555-194102-402675-52598548-1194764481.PDF],2021-06-28 01,B,"1,400",1. -,2. Linknet,PLN,0234505160,0234505160,sdnkarangsarilosarang@gmail.com,http,-6.430000000000,108.140300000000,5,38,33,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,2,1,1,0,3,4,0,1,0,2,3,0,5,0,1,2,1,1,0,0,0,2,3,0,6,0,0,0,0,0,0,SD 2013,,,,Tidak Ada,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0D0D311-2CF5-E011-BC98-6D7C211193EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215820,UPTD SDN LOSARANG,20215820,Jalan Raya Jangga,JANGGA,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.716/Kep.26-Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 11,A,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdnlosarang@gmail.com,,-6.397800000000,108.167400000000,7,125,136,7,Pagi/6 hari,,2022/2023-2,900,6,0,0,2,3,0,0,4,4,0,3,0,4,3,0,5,2,2,0,0,1,3,1,0,1,6,1,3,2,1,0,0,0,1,SD 2013,,,,Telkomsel Flash,1,2,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0B2D511-2CF5-E011-8325-8B5D05FD156E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215819,UPTD SDN LOSARI,20215819,Blok. Kertasari,LOSARANG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,823/112,15-12-1984,NOMOR,10-01-2018,Lihat SK Operasional,2021-10-21 15,B,"1,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,0234505160,sdnlosaribaru20@gmail.com,,-6.357800000000,108.174500000000,6,28,23,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,0,3,1,0,2,3,1,2,0,3,3,0,5,1,0,1,2,2,0,1,0,5,1,6,0,0,0,0,0,0,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E068D511-2CF5-E011-8AA0-AF34075C79B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215781,UPTD SDN MEKAR JAYA,20215781,Jl. Puntodewo Rt 02 Rw 02,JUMBLENG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.742/Kep.26-Sekret,01-09-1984,NOMOR,10-01-2018,Lihat SK Operasional,2021-10-21 15,B,"1,149",1. Lainnya (Kabel),2. Lainnya (Kabel),PLN,,,sdnmekarjaya40@yahoo.com,http,-6.395700000000,108.174700000000,6,32,43,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,1,2,0,0,4,4,0,1,1,3,3,0,6,0,1,1,3,0,0,0,1,3,3,6,0,0,0,0,0,0,0,SD 2013,,,,Lainnya (Kabel),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3053D411-2CF5-E011-92AE-750729C78E15,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215793,UPTD SDN PADUKUHAN,20215793,Jalan Raya Desa Pangkalan,PANGKALAN,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,400/231-disdik,04-01-1976,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 12,B,"1,350",1. Indosat IM3,2. Telkom Speedy,PLN,,,sdnpadukuhan@yahoo.co.id,,-6.396596400000,108.200948300000,6,128,132,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,0,1,0,5,6,0,0,0,1,5,0,5,1,2,0,1,2,0,0,1,2,4,3,1,2,0,0,1,0,0,SD 2013,,,,Indosat IM3,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80EDD311-2CF5-E011-9989-B1E0EF31C528,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215863,UPTD SDN PEGAGAN,20215863,Komplek Balai Desa Pegagan,PEGAGAN,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.718/Kep.26-Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-10-02 13,B,"1,142",1. Telkomsel Flash,2. Biznet (Serat Optik),PLN,,0234505160,sdnpegagan@yahoo.co.id,,-6.444200000000,108.166600000000,6,56,37,6,Pagi/6 hari,,2022/2023-2,450,3,0,0,2,2,1,0,3,6,0,0,0,2,4,0,6,0,1,2,2,1,0,0,0,3,3,0,0,3,3,0,0,0,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7095D511-2CF5-E011-B39A-E9A9B4B0EB10,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215681,UPTD SDN RANGGAWANA,20215681,Jalan Raya Jangga Terisi,PEGAGAN,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1979,06-01-1979,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 12,B,"2,190",1. 3 (Tri),2. Telkom Speedy,PLN,,02347145768,sdnranggawana@yahoo.co.id,,-6.444700000000,108.167300000000,6,109,107,6,Pagi/6 hari,,2022/2023-2,900,5,0,1,1,1,0,0,5,5,0,0,1,2,4,1,4,1,1,0,3,0,1,0,1,2,4,3,2,0,0,1,0,0,0,SD 2013,,,,3 (Tri),1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9002D511-2CF5-E011-8CBD-C3EE0DB84D13,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215614,UPTD SDN SARANG WETAN,20215614,Jalan Balai Desa Lama,LOSARANG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421-012,07-01-1977,Nomor 1 Tahun 2018,10-01-2018,Silakan Upload SK (link file tidak valid) => [654052-726782--],2022-07-19 22,B,"1,500",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,0234505160,0234505160,uptdsdnsarangwetan@yahoo.com,http,-6.397600000000,108.151500000000,6,30,31,6,Pagi/6 hari,,2022/2023-2,451,6,0,0,4,2,0,0,4,5,0,0,1,3,3,0,5,1,1,1,2,0,1,1,0,2,4,0,0,6,0,0,0,0,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40FCD311-2CF5-E011-88AE-E585CA60F4B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215616,UPTD SDN SAWUNGGALING,20215616,Blok Masjid Rt 07 Rw 01,RAJAIYANG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.719/Kep.26-Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 11,A,"1,225",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdn_sawunggaling@yahoo.co.id,,-6.438800000000,108.174700000000,8,88,81,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,2,1,1,0,6,7,0,1,0,3,5,0,8,0,2,3,1,1,0,1,0,5,3,0,2,4,0,0,0,0,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2011D511-2CF5-E011-ABEF-730C879E006A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216153,UPTD SDN TAMAN PAWEDAR,20216153,Blok Jangga Tua,JUMBLENG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.737/Kep.26-Sekret,24-02-2016,NOMOR,10-01-2018,Lihat SK Operasional,2022-01-24 00,B,"1,369",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0234505160,0234505160,sdntamanpawedar@yahoo.co.id,,-6.401300000000,108.172000000000,7,62,50,6,Pagi/6 hari,,2022/2023-2,900,3,0,1,2,2,0,0,5,5,0,2,0,2,5,0,6,1,1,1,1,1,1,1,1,1,6,0,0,3,3,0,0,1,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C042D349-BEF0-E111-8A98-412629A737D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216150,UPTD SDN TAMANSARI,20216150,Jalan Desa Pangkalan,PANGKALAN,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.744/Kep.26-Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2020-09-26 11,A,"1,830",1. Telkomsel Flash,2. Biznet (Serat Optik),PLN,,0234505160,sdntamansari882@gmail.com,,-6.390200000000,108.213000000000,6,111,101,6,Pagi/6 hari,,2022/2023-2,900,3,0,0,2,2,0,0,4,5,0,1,0,2,4,1,5,0,1,0,2,0,1,2,0,2,4,0,0,3,4,0,0,0,0,SD 2013,,,,Telkomsel Flash,1,1,1,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/808DD411-2CF5-E011-8EC3-4F6277ECDAC5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216220,UPTD SDN TUNAS HARAPAN,20216220,Jalan Masjid Losarang,LOSARANG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.10.SIP.728/Kep.26.Sekret,24-02-2016,Nomor 1 Tahun 2018,10-01-2018,Lihat SK Operasional,2021-08-20 17,A,"1,016",1. Telkomsel Flash,2. Telkom Speedy,PLN,0234505160,,tunasharapansdn@yahoo.co.id,,-6.394200000000,108.152100000000,7,154,139,7,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,3,0,0,4,4,0,2,1,4,3,0,5,2,1,0,0,4,0,1,1,1,6,0,0,3,3,0,0,0,0,SD 2013,,,,Telkomsel Flash,1,1,2,1,1,1
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50945D14-2CF5-E011-A36C-B7F97D6CE580,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216030,UPTD SMP NEGERI 1 LOSARANG,20216030,Jl. Raya Losarang,LOSARANG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,420.20.SIP.163/Kep.26-Sekret,24-02-2016,NOMOR,10-01-2018,Lihat SK Operasional,2021-10-22 07,A,"31,500",1. Telkom Speedy,2. Telkom Speedy,PLN,,0234505205,smpn_1losarang@yahoo.co.id,http,-6.389400000000,108.145900000000,59,489,533,32,Pagi/6 hari,,2022/2023-2,"10,000",32,2,2,2,31,7,1,20,32,1,14,12,31,28,0,53,6,9,4,10,14,7,7,8,26,33,0,30,2,0,0,2,0,0,SMP 2013,10,11,11,Telkom Speedy,,,,,,
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90A35D14-2CF5-E011-B47F-3BF677C13E4D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20216051,UPTD SMP NEGERI 2 LOSARANG,20216051,Jalan Raya Jangga Terisi,JANGGA,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.20.SIP.164/Kep.26-Sekret,01-01-1999,420.20.SIP.164/Kep.26-Sekret,24-02-2016,Lihat SK Operasional,2022-01-24 16,A,"7,400",1. -,2. Telkom Speedy,PLN,,02345508495,smpn2losarang@ymail.com,,-6.410000000000,108.170000000000,21,140,115,9,Pagi/6 hari,,2022/2023-2,900,5,0,0,2,8,0,0,13,13,0,6,2,7,14,0,19,2,2,3,9,2,1,1,3,10,11,0,0,5,8,0,0,0,1,SMP 2013,4,2,3,Tidak Ada,,,,,,
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0B35D14-2CF5-E011-AE7E-1B35824CEC3C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20233740,UPTD SMP NEGERI SATU ATAP 1 LOSARANG,20233740,Blok Masjid,CEMARA KULON,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,324/C3/D5/2005,05-04-2005,NOMOR,10-01-2018,Lihat SK Operasional,2021-10-22 11,A,"1,815",1. Lainnya (Wavelan),2. Lainnya (Wavelan),PLN,0,,smpnsatuataplosarang998@gmail.com,http,-6.333300000000,108.210800000000,5,24,13,3,Pagi/6 hari,,2022/2023-2,900,2,1,0,0,1,0,0,4,4,0,1,0,2,3,0,4,1,1,2,0,1,1,0,0,3,2,2,0,0,1,0,0,0,1,SMP 2013,1,1,1,Lainnya (Wavelan),,,,,,
Jawa Barat,Kab. Indramayu,Losarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/608973E1-68D9-E211-940D-FD9EB771B33C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69759193,UPTD SMP NEGERI SATU ATAP 2 LOSARANG,69759193,Jl. Puk Ranjeng,RANJENG,KEC. LOSARANG,KAB. INDRAMAYU,PROV. JAWA BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420.20.SIP.169/Kep.26.Sekret,01-01-1910,NOMOR,10-01-2018,Lihat SK Operasional,2021-10-22 13,B,"1,200",1. Linknet,2. Lainnya (Serat Optik),PLN,,,smpnsatuatap2losarang@gmail.com,,-6.429700000000,108.132400000000,12,44,31,3,Pagi/6 hari,,2022/2023-2,998,2,0,0,2,7,0,0,5,10,0,2,0,2,10,0,9,3,3,7,2,0,0,0,0,6,6,0,0,2,1,0,0,0,0,SMP 2013,1,1,1,Linknet,,,,,,
