prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0FAE714-31F5-E011-BC1A-41505BC96400,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102002,SD NEGERI 4 TARO,50102002,Br. Belong Taro,TARO,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,621/136/1983,01-07-1983,420/2529/DISDIK,01-07-1983,Lihat SK Operasional,2022-07-27 10,B,0,1. XL (GSM),2. CBN,PLN,,,sdn4taro45@yahoo.com,,-8.368500000000,115.295300000000,8,48,55,6,SD 2013,Pagi/6 hari,,2022/2023-2,XL (GSM),"1,300",3,0,1,2,6,0,0,2,4,0,2,2,7,1,0,6,2,1,3,0,0,0,2,2,5,3,0,0,3,3,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40C8E614-31F5-E011-8A47-4B30E17CBD36,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101991,SD NEGERI 4 TEGALLALANG,50101991,Br. Gentong,TEGALLALANG,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,42/39/SP.TGL 11-1-1984,01-07-1983,42/39/SP,01-01-1910,Silakan Upload SK,,B,"2,200",1. Telkom Speedy,2. Lainnya (Kabel),PLN,,,sdempattegallalang@gmail.com,,-8.480600000000,115.279400000000,8,71,60,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,300",6,0,1,2,4,0,0,4,6,0,2,0,5,3,0,7,1,1,4,2,0,0,1,0,4,4,3,0,3,0,0,1,0,0,1,1,1,1,1,1,,,
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80C0E714-31F5-E011-AC00-2759B13B5427,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101923,SD NEGERI 5 SEBATU,50101923,Br. Apuh,SEBATU,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/199/Kp,11-01-1984,,01-01-1910,Silakan Upload SK,,A,"3,010",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdn_5sebatu@yahoo.com,,-8.352400000000,115.312800000000,8,70,63,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,200",6,0,1,2,5,0,0,3,4,0,4,0,6,2,0,6,2,1,2,2,1,1,1,0,6,2,0,6,0,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8009E814-31F5-E011-802E-698D956E39BD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101914,SD NEGERI 5 TARO,50101914,Br Puakan,TARO,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,47/pd/II/4/1978,02-05-1978,47/PD/II/4/1978,02-05-1978,Silakan Upload SK,,B,"4,160",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdn5taro@yahoo.co.id,http,-8.356200000000,115.287800000000,7,66,76,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,900,6,0,1,2,5,0,0,2,4,0,1,2,5,2,0,6,1,1,1,2,0,0,0,3,4,3,6,0,0,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0D6E614-31F5-E011-A03E-911D2053D724,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101915,SD NEGERI 5 TEGALLALANG,50101915,Br.Tegallalang,TEGALLALANG,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,463/PKPO/526/09/2015,17-09-2015,22 tahun 1976,28-06-1976,Silakan Upload SK,,A,"2,800",1. -,2. Telkom Speedy,PLN,,,sdnlimategallalang@gmail.com,,-8.440400000000,115.279900000000,9,66,72,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,2,3,0,0,6,7,0,2,0,3,6,0,8,1,2,1,3,0,2,1,0,5,4,6,0,0,0,1,0,0,0,1,1,1,1,1,1,,,
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5018E814-31F5-E011-922E-BD70B0B1ABDE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101952,SD NEGERI 6 TARO,50101952,Br. Tebuana,TARO,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/2327/DISDIK,01-07-1980,420/2327/DISDIK,01-07-1980,Lihat SK Operasional,2022-01-27 15,B,"2,000",1. XL (GSM),2. Lainnya (Satelit),PLN,0,,sdnegeri6taro@gmail.com,http,-8.347000000000,115.299200000000,8,26,27,6,SD 2013,Pagi/6 hari,,2022/2023-2,XL (GSM),"1,300",6,1,1,4,4,0,0,4,5,0,3,0,5,3,0,7,1,3,2,1,1,0,0,1,5,3,0,5,1,0,0,1,0,0,1,1,1,1,1,1,,,
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20E5E614-31F5-E011-BA72-3522FE7E3A48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50101953,SD NEGERI 6 TEGALLALANG,50101953,Br. Kelabangmoding,TEGALLALANG,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,57/sd/6/sd tanggal 7/4/82,01-07-1980,57/5B/6/SD,01-01-1910,Silakan Upload SK,,B,"1,600",1. -,2. Lainnya (Serat Optik),PLN,,03619000473,sdn6tegallalang@ymail.com,,-8.468990000000,115.265251000000,8,57,42,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,200",6,0,1,2,6,0,0,2,4,0,2,2,7,1,0,8,0,2,2,1,0,0,0,3,5,3,0,0,6,0,0,1,0,0,1,1,1,1,1,1,,,
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0012715-31F5-E011-A1CC-89C3BF9390CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102038,SMP NEGERI 1 TEGALLALANG,50102038,Jl. I Wayan Lunga Tegallalang,TEGALLALANG,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,105/SKB/11/1966,01-01-1967,421.3/074/SMP.1,16-02-1966,Silakan Upload SK (link file tidak valid) => [651645-87767--],2022-07-15 16,A,"3,023",1. Telkomsel Flash,2. Telkom Speedy,PLN,,0361973078,smpn1tegallalang@yahoo.co.id,http,-8.453733000000,115.278645000000,49,478,527,28,SMP 2013,Double Shift/6 hari,,2022/2023-2,Telkomsel Flash,"13,000",28,2,1,2,26,0,0,23,24,1,12,12,23,26,0,36,13,6,10,9,4,4,6,10,17,32,28,0,0,0,1,0,0,0,,,,,,,10,9,9
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50102715-31F5-E011-8095-1986E626A0FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50102034,SMP NEGERI 2 TEGALLALANG,50102034,"Br. Jasan, Sebatu, Tegallalang",SEBATU,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0886/0/1986,22-12-1986,0886/0/1986,22-12-1986,Silakan Upload SK,,A,"9,800",1. Lainnya,2. Lainnya (Serat Optik),PLN,,0361901008,smpn2tegallalang@yahoo.co.id,,-8.371100000000,115.306600000000,35,309,292,19,SMP 2013,Pagi/6 hari,,2022/2023-2,Lainnya,"5,500",19,1,1,1,23,0,0,12,12,0,6,17,23,12,0,30,5,8,3,1,0,1,5,17,29,6,0,18,1,0,0,0,1,0,,,,,,,6,6,7
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F01E2715-31F5-E011-B0AE-99125DEA9618,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50103382,SMP NEGERI 3 TEGALLALANG,50103382,Jl. Raya Kedisan,KEDISAN,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/2497/DISDIK,27-09-2001,420/2497/DISDIK,27-11-2001,Lihat SK Operasional,2022-04-25 12,B,"3,650",1. -,2. Telkom Speedy,PLN,0361902143,0361902143,gallangjaya@yahoo.co.id,http,-8.419600000000,115.291500000000,41,216,200,14,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"5,000",15,3,1,5,19,0,0,22,24,1,8,8,19,22,0,37,4,4,7,6,3,3,5,13,23,18,3,9,3,0,0,1,0,0,,,,,,,4,5,5
Bali,Kab. Gianyar,Tegallalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B013BFE0-EBB5-E111-BEAB-779560F14190,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50105407,SMP NEGERI 4 TEGALLALANG,50105407,"Jln. Raya Uma Tapan, Taro, Tegallalang",TARO,KEC. TEGALLALANG,KAB. GIANYAR,PROV. BALI,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,591/05-A/HK/2010,06-10-2010,,01-01-1910,Silakan Upload SK,,B,60,1. Telkom Speedy,2. Telkom Speedy,PLN,,03618988840,smp4tegallalang@yahoo.co.id,http,-8.397800000000,115.277500000000,38,347,278,15,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"5,000",21,1,1,2,16,0,0,22,23,0,8,7,15,23,1,28,9,6,11,4,3,3,3,8,26,12,21,0,0,0,1,0,0,0,,,,,,,5,5,5
