prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5476DF0B-B4D0-4DA2-BFF6-4B37E3EF572D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947726,SDN 27 RIO PAKAVA,69947726,Jalan Dusun Sinotu Desa Pakava,PAKAVA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,914/874.3/DISDIK/DGL/2016,18-05-2016,914/874.3/DISDIK/DGL/2016,18-05-2016,Lihat SK Operasional,2016-08-19 08,C,"1,500",1. -,2. -,Tidak Ada,,,sdnrio27@gmail.com,,-1.354132600000,119.498401800000,3,21,12,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,7,0,1,2,1,2,0,0,2,0,1,0,1,2,0,3,0,1,0,0,0,1,1,0,1,2,5,2,0,0,1,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/306CC277-EAFE-E111-AB39-8763B3515308,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200557,SDN 3 RIO PAKAVA,40200557,Jln Palu Lalundu,BONEMARAWA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,---,01-01-1972,,01-01-1910,Lihat SK Operasional,2021-12-30 09,B,"35,775",1. Lainnya (Kabel),2. Lainnya (Kabel),PLN,,,sdn0003riopakava@gmail.com,,-1.236300000000,119.544110000000,8,107,76,8,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya (Kabel),900,6,0,1,0,3,2,0,3,5,2,1,0,1,7,1,6,1,1,2,3,0,2,0,0,2,6,0,4,2,1,0,1,0,0,1,2,2,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80E98957-013C-E111-AB88-2F7723CF4267,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200472,SDN 4 RIO PAKAVA,40200472,Jl. Palu - Lalundu,PANTOLOBETE,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"4,500",1. -,2. -,PLN,,,Pantolobetete@ymail.com,,-1.306970000000,119.544245000000,4,54,45,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",9,0,0,0,2,1,0,1,2,1,1,0,1,3,0,3,1,1,2,0,0,0,1,0,2,2,5,0,4,1,0,0,0,1,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80948A57-013C-E111-AF6F-3188E670D8D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200692,SDN 5 RIO PAKAVA,40200692,Desa Tinauka,TINAUKA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,005.741/874.3/DISDIKBUD/DGL/2021,02-01-2021,005.741/874.3/DISDIKBUD/DGL/2021,02-01-2021,Lihat SK Operasional,2021-08-14 16,B,"22,500",1. -,2. -,PLN,,,sdn05riopakava@gmail.com,,-1.385223000000,119.474915000000,6,7,6,4,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,1,1,3,0,0,3,3,2,1,0,2,4,0,4,2,2,1,0,2,0,1,0,3,3,3,0,0,0,1,0,0,0,1,0,1,1,0,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/004E6457-013C-E111-BA89-C92C3BA756AC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200490,SDN 6 RIO PAKAVA,40200490,Desa Ngovi,NGOVI,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1992,07-01-1992,006/742/874.3/DISDIKBUD/DGL/2021,02-01-2021,Lihat SK Operasional,2022-03-29 23,B,"1,040",1. Telkomsel Flash,2. -,PLN,,,sdn6riopakava6@gmail.com,,-1.188637000000,119.548508000000,7,57,71,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,6,0,1,2,4,1,0,2,3,2,2,0,2,5,2,4,1,2,1,0,2,1,1,0,2,5,0,0,6,0,0,0,1,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50FE8957-013C-E111-BA45-D51ADB085B9B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200771,SDN 7 RIO PAKAVA,40200771,Dusun Lalundu 1,MINTI MAKMUR,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-07-1991,,01-01-1910,Silakan Upload SK,,B,"17,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn07riopakava@gmail.com,,-1.336400000000,119.530000000000,11,129,101,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,1,2,6,0,0,5,5,1,5,0,5,6,0,8,3,4,1,0,3,1,1,1,2,9,3,1,2,2,0,0,1,0,1,1,1,2,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F06F9157-013C-E111-9BC6-C9D7DD4E3290,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200829,SDN 8 RIO PAKAVA,40200829,Desa Polanto Jaya,POLANTO JAYA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,20-10-1991,,01-01-1910,Silakan Upload SK,,B,"9,000",1. -,2. Telkomsel Flash,PLN,,,sdn08riopakava@gmail.com,,-1.291410000000,119.507360000000,15,134,128,11,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",11,0,1,4,7,0,0,8,8,2,5,0,5,10,1,11,3,6,1,3,2,1,1,1,3,12,10,1,0,0,1,0,0,0,2,1,2,2,2,2,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80198A57-013C-E111-99D7-D5027D4880BD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200825,SDN 9 RIO PAKAVA,40200825,Jl.Kesehatan Dusun Sukasari Desa Bukit Indah,BUKIT INDAH,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1993,,01-01-1910,Silakan Upload SK,,B,"5,000",1. -,2. -,PLN,,,sdn9riopakavasdn9@gmail.com,,-1.327500000000,119.545400000000,9,46,54,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,5,2,2,0,5,8,0,1,0,2,7,2,4,3,1,2,3,0,0,3,0,3,6,6,0,0,0,1,0,0,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20EBC177-EAFE-E111-9467-EDC92AAE15CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200636,SMP NEGERI 1 Rio Pakava,40200636,lalundu 1,MINTI MAKMUR,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,B. 26/ W.22-A-BS / LDI /,17-10-1996,13A / O/ 1998,29-01-1998,Silakan Upload SK,,A,"20,000",1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,smpn1riopakava@yahoo.co.id,,-1.188433000000,119.548540000000,20,152,141,10,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,200",11,1,1,0,7,4,0,9,14,0,4,2,7,13,0,16,4,7,6,1,2,0,3,1,8,12,0,0,11,1,0,0,1,0,,,,,,,3,3,4
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A018C277-EAFE-E111-B246-B5F6910ABFB4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200646,SMP NEGERI 2 Riopakava,40200646,Jl. Palu - Lalundu,LALUNDU,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,247/874.3/DISDIK/DGL/2017,09-03-2017,468/425/DISDIKBUD/2023,10-03-2023,Lihat SK Operasional,2023-04-05 11,B,"15,000",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,,smpnegeri2riopakava@gmail.com,http,-1.285200000000,119.545600000000,11,64,61,6,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",9,1,1,0,4,1,1,5,8,0,3,0,3,8,0,10,1,4,3,1,1,1,0,1,3,8,3,0,6,0,0,0,1,0,,,,,,,2,2,2
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9DA34FBE-E74E-477C-8400-5D16D037DD72,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948449,SMPN 7 RIO PAKAVA,69948449,Jl. Sihi Dolo,TINAUKA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1410/874.3/DISDIK/DGL/2016,18-08-2016,469/425/DISDIKBUD/2023,10-03-2023,Lihat SK Operasional,2023-03-28 08,C,"15,400",1. -,2. -,PLN,,,,,-1.396700000000,119.546400000000,7,25,29,3,SMP 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,900,6,0,0,7,2,0,0,5,5,0,2,0,1,6,1,5,1,2,0,2,1,1,1,0,4,3,6,0,0,0,0,0,0,0,,,,,,,1,1,1
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5045C277-EAFE-E111-9D91-61E8A892E2CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40205828,SMPN SATAP 3 RIO PAKAVA,40205828,jl. poros Palu-Ngovi,NGOVI,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1910,215/874.3/DISDIKBUD/2022,17-01-2022,Lihat SK Operasional,2023-03-03 15,Sertifikat Kedaluwarsa,"3,182",1. -,2. Lainnya (Kabel),PLN,0,,smpn3satapriopakava@gmail.com,,-1.188900000000,119.548500000000,8,37,37,4,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,4,1,1,3,3,1,0,4,6,0,2,0,3,5,0,8,0,4,3,1,0,0,0,0,2,6,0,0,4,0,0,0,1,0,,,,,,,2,1,1
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F06E994A-EBB7-E211-A092-AB4D05BA4054,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40206270,SMPN SATAP 4 RIO PAKAVA,40206270,Desa Bonemarawa,BONEMARAWA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,593.6/03/SP-C/2007,04-06-2007,214/874.3/DISDIKBUD/2022,17-01-2022,Lihat SK Operasional,2023-02-22 14,C,"12,500",1. -,2. Lainnya,PLN,,,satap4riopakava@gmail.com,,-1.327545000000,119.545222000000,7,25,37,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,500",4,2,1,2,4,2,0,1,4,1,2,0,2,5,0,7,0,1,3,1,1,0,1,0,4,3,0,2,2,0,0,1,0,0,,,,,,,1,1,1
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/76256296-0410-4D4B-863E-A07482A45995,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69774794,SMPN SATAP 5 RIO PAKAVA,69774794,DESA PAKAVA,PAKAVA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,795/421.2/DISDIK/2009,01-01-2013,561/425/DISDIKBUD/2023,30-03-2023,Lihat SK Operasional,2023-04-13 03,C,"6,750",1. -,2. -,Tenaga Surya,,,smpnlalundu@gmail.com,,-1.264550000000,119.546800000000,6,21,30,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,5,0,1,4,2,0,0,4,6,0,0,0,1,5,0,5,1,1,1,3,0,0,0,1,4,2,5,0,0,0,1,0,0,0,,,,,,,1,1,1
Sulawesi Tengah,Kab. Donggala,Rio Pakava,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1CDA356-2D44-43E9-B134-91800C47F553,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69774793,SMPN SATAP 6 RIO PAKAVA,69774793,Jl. Iradat Puri Desa Towiora,TOWIORA,KEC. RIO PAKAVA,KAB. DONGGALA,PROV. SULAWESI TENGAH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,798/822.29/Disdik/DGL/2013,17-05-2013,391/874.3/DISDIKBUD/2023,09-02-2015,Lihat SK Operasional,2023-03-21 14,C,"5,600",1. -,2. -,PLN,,,wayanmasgtra1964@gmail.com,,-1.346000000000,119.713400000000,8,30,30,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,200",4,1,1,2,3,2,0,3,6,0,2,0,2,6,0,8,0,1,3,1,1,2,0,0,1,7,3,0,1,0,1,0,0,0,,,,,,,1,1,1
