prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0063F6B2-8C18-E111-9D33-B5A9D4849ACC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519497,SD NAHDLATUL ULAMA BANGIL,20519497,Jl. Untung Surapati 366,KIDUL DALEM,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga Pendidikan Maarif NU Cabang Bangil,AL7826,No. 04,10-04-2013,414.44/1415/424.071/2019,22-05-2019,Lihat SK Operasional,2020-04-27 00,A,2.800 m2,1. 3 (Tri),2. Telkom Speedy,PLN,745784,745784,sdnu.bangil@gmail.com,http,-7.598800000000,112.783800000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40C16CB3-8C18-E111-9212-E74A4F58B8C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541793,SD PLUS MUTIARA ILMU BOARDING SCHOOL BANGIL,20541793,Jalan Salem 01 Bangil,KALIREJO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan MUTIARA ILMU UNGGUL,AL7863,10,27-01-2006,414.44/6623/424.071/2018,25-10-2018,Lihat SK Operasional,2021-04-23 02,A,1.425 m2,1. -,2. Telkom Speedy,PLN,,0343742039,sdplus.mutiarailmu@yahoo.com,,-7.592100000000,112.789500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/806F9FB8-8C18-E111-93B6-F96F1A5A1B41,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519484,SDI JALALUDDIN,20519484,Jl. Bendosulung No. 63,POGAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN JALALUDDIN RANTING GAJAH,AX2158,,02-07-1967,421.2 / 280 3A / 242.051,06-07-2009,Silakan Upload SK,,A,1.050 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,0343743425,sdijalaluddinbangil@gmail.com,,-7.592914700000,112.775395400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60569FB8-8C18-E111-B6B6-A36417118B82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519496,SDS ROUDLOTUL ULUM,20519496,Jl. Gurami 226 A Kauman,KAUMAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ROUDLOTUL ULUM BANGIL,AL7833,C-119.HT.03.01.TH.1997,15-04-1971,503/024/IPPSPD/V/424.086/2022,30-05-2022,Lihat SK Operasional,2022-08-08 05,A,2.250 m2,1. -,2. Telkom Speedy,PLN,,0343742484,sd_rdu@yahoo.co.id,http,-7.596700000000,112.781400000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0A839B2-8C18-E111-81BE-47CFA9EF120C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519152,SMP AHMAD YANI BANGIL,20519152,Bangil,KALIREJO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN AHMAD YANI,AL7846,AHU-1928.AH.01.04.Th 2014,01-04-2014,414.44/3251/424.051/2013,16-12-2013,Lihat SK Operasional,2015-02-12 10,B,5.200 m2,1. Telkom Astinet,2. Telkom Speedy,PLN,0343741062,0343741062,ahmadyani_smp@yahoo.co.id,http,-7.584889600000,112.792314700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20B37FB3-8C18-E111-B0EA-1D7514CB009F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519110,SMP MUHAMMADIYAH 2,20519110,Jl. Alun-alun Timur No 2 Bangil,KERSIKAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Pasuruan,AO5455,3732/II-02/JTM/1979,01-09-1979,414.44/3122/424.071/2019,24-09-2019,Lihat SK Operasional,2022-04-14 04,B,61.504 m2,1. -,2. Lainnya (Serat Optik),PLN,,0343741132,smpmudaba@gmail.com,http,-7.597800000000,112.785900000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/801011BA-8C18-E111-8039-B9D06DEA268C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519131,SMP PGRI BANGIL,20519131,Singopolo Kauman,KAUMAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perwakilan YPLP PGRI Kabupaten Pasuruan,AB2848,14296/104.7.4/1990,05-01-1972,425.11/59/424.059/2006,01-01-1910,Silakan Upload SK,,B,920 m2,1. Smartfren,2. Smartfren,PLN,0,0343743590,smppgribangil323@gmail.com,,-7.593900000000,112.781800000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6072E1B2-8C18-E111-BD76-97A42105B381,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519125,SMP PUTRI DARUT TAUHID BANGIL,20519125,Jl. Layur No. 55,DERMO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN DARUT TAUHID,AK2078,539/104.7.4/1996,12-02-1996,414.44/6834/424.051/2016,29-11-2016,Lihat SK Operasional,2020-08-31 04,A,2.478 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,0343743245,0343741869,smp.dt2020@gmail.com,http,-7.599484600000,112.791172300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/603770B3-8C18-E111-83C3-59AC38BE24E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519108,SMP ROUDLOTUL AQOIDI,20519108,Jl. Jaksa Agung Suprapto No. 38,GEMPENG,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ROUDLOTUL AQO'IDI CANGA'AN,AX4669,421.3/1347/424.059/2003,14-07-2003,425.11/2655/424.059/2002,23-12-2003,Silakan Upload SK,,A,136 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,0343742077,smpaqoidibangil@gmail.com,http,-7.598947600000,112.788867900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0AA11BA-8C18-E111-BEBF-098373BBAD89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20554410,SMP YADIKA BANGIL,20554410,Jl. Salem No.3,KERSIKAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Swakarya,AL7828,421.3/2300/424.059/2008,21-04-2008,420/PF/64/424.086/2021,07-04-2021,Lihat SK Operasional,2021-05-25 08,A,825 m2,1. -,2. Telkom Astinet,PLN,0343746000,0343746000,smp_yadika08@yahoo.com,http,-7.591827700000,112.788920900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0C911BA-8C18-E111-B758-65B8B2553272,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20555838,SMPIT AL USWAH BANGIL,20555838,Jl. Raya Bangil - Pandaan Km. 1,POGAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Amal Sholeh Bangil,AL7871,421.3/436/HK/424.013/2009,30-07-2009,503/021/IPPSPD/V/424.086/2022,13-05-2022,Lihat SK Operasional,2022-06-21 11,A,780,1. Smartfren,2. Telkom Speedy,PLN,,03436432823,smpitaluswahbangil@gmail.com,http,-7.603966800000,112.772103900000,13,74,68,6,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,"3,500",6,1,1,2,0,0,15,1,13,0,0,0,5,8,0,10,3,3,4,5,1,0,0,0,5,8,2,2,2,6,0,0,0,1,0,0,0
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70B332B3-8C18-E111-9A51-273D9BC378FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519219,SMPS ROUDLOTUL ULUM BANGIL,20519219,Jalan Gurami No 216,KAUMAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ROUDLOTUL ULUM BANGIL,AL7833,504/104.7.41997,18-03-1997,504/104.7.41999,18-03-1997,Silakan Upload SK,,B,800,1. Telkomsel Flash,2. Telkom Speedy,PLN,0343746525,0343746525,SMPRDU.BANGIL@gmail.com,http,-7.595965500000,112.780186000000,10,94,23,5,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",6,1,1,2,1,0,10,1,9,0,1,0,7,3,0,9,1,0,1,3,1,1,1,3,3,7,2,2,1,0,6,0,0,0,1,0,0
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/605A0AB7-8C18-E111-9E1C-958301AEAF80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519545,UPT SATUAN PENDIDIKAN SDN BENDOMUNGAL I BANGIL,20519545,Jl. Sepat,BENDO MUNGAL,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,A,01-01-1910,172 TAHUN 2021,01-01-1910,Lihat SK Operasional,2022-07-21 07,A,2.634 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,0343748505,sdnbendomungal1@gmail.com,,-7.592803000000,112.783729500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B06F0AB7-8C18-E111-B628-3FC594B12632,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519557,UPT SATUAN PENDIDIKAN SDN BENDOMUNGAL II BANGIL,20519557,Jl.udang No.692,BENDO MUNGAL,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,425.2/41/140.18.21/344/1995,01-01-1960,425.2/41/140.18.21/344/1995,01-01-1960,Lihat SK Operasional,2020-07-15 12,B,572 m2,1. Lainnya,2. Telkom Speedy,PLN,,,Sdn.bendomungal20@gmail.com,,-7.590699200000,112.784648000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A05809B7-8C18-E111-AFFC-85E53C49905E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519388,UPT SATUAN PENDIDIKAN SDN DERMO I BANGIL,20519388,Jl. Nanas No.1A Lumpang Bolong,DERMO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,903/.../2007,15-06-1950,423.1/..../2018,01-01-1910,Lihat SK Operasional,2020-07-15 12,B,9.750 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,0343742883,sdndermoone@gmail.com,,-7.605551800000,112.785235400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A06F09B7-8C18-E111-AC13-896DBAAA19C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519387,UPT SATUAN PENDIDIKAN SDN DERMO II BANGIL,20519387,Jl. Nanas No. 52,DERMO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,A,01-01-1918,172 Tahun 2021,31-12-2021,Lihat SK Operasional,2022-06-03 20,B,1.155 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,03436430187,sdndermodua@gmail.com,http,-7.603347200000,112.790624700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F02B09B7-8C18-E111-A787-E3E892F06B8E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519338,UPT SATUAN PENDIDIKAN SDN GEMPENG I BANGIL,20519338,Jl. Jaksa Agung Suprapto No 257 Bangil,GEMPENG,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,903/..../2007,01-01-1918,423.1/.../2007,01-01-1910,Lihat SK Operasional,2020-07-15 12,A,2.470 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,0343741710,sdngempeng1@gmail.com,,-7.602001600000,112.789466100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E03F09B7-8C18-E111-B6CA-A5EFB9BD261A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519337,UPT SATUAN PENDIDIKAN SDN GEMPENG II BANGIL,20519337,Jl Sili No 12,GEMPENG,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1910,A,01-01-1978,Lihat SK Operasional,2020-07-15 12,B,2.049 m2,1. Indosat Mentari,2. Telkom Speedy,PLN,,0343741100,sdngempeng2@gmail.com,,-7.597946700000,112.797088300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00C40AB7-8C18-E111-BF81-A10E85172E0E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519414,UPT SATUAN PENDIDIKAN SDN KALIANYAR I BANGIL,20519414,Jl.Bader No.16,KALIANYAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,012141610313601,01-01-1910,172 Tahun 2021,01-01-1910,Lihat SK Operasional,2023-05-16 16,A,1.365 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,0343746953,bsdnkalianyar1@gmail.com,http,-7.577100000000,112.796500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80DB0AB7-8C18-E111-AF98-1F7A37CFF889,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519413,UPT SATUAN PENDIDIKAN SDN KALIANYAR II BANGIL,20519413,Jl. Sili No. 827,KALIANYAR,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,903/.../2007,01-01-1981,423.1/..../2008,01-01-1910,Lihat SK Operasional,2020-07-15 12,A,1.500 m2,1. -,2. Telkom Speedy,PLN,,0343741759,sdn.kalianyar1234@gmail.com,,-7.581991100000,112.804348600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A074B3B2-8C18-E111-820A-9B31D62E47FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519010,UPT SATUAN PENDIDIKAN SDN KALIREJO BANGIL,20519010,Jl. Bader 267a Bangil,KALIREJO,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,903/..../2007,01-08-1947,423.1/.../2018,01-01-1910,Lihat SK Operasional,2020-07-15 12,A,4.800 m2,1. Indosat IM3,2. Lainnya (Kabel),PLN,,03436751416,sdn.xrejo1@gmail.com,,-7.579700000000,112.795400000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/008409B7-8C18-E111-BBC2-753729FB759F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519675,UPT SATUAN PENDIDIKAN SDN KAUMAN BANGIL,20519675,Jl. Bandeng No. 510,KAUMAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,12.32.14.04.4.00012,01-01-1918,421.3/1246/424.051/2017,01-01-1910,Lihat SK Operasional,2020-07-15 12,B,778 m2,1. Lainnya,2. Telkom Speedy,PLN,,0343747949,sdn_kaumanbangil9@yahoo.com,,-7.593716800000,112.779993800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90E009B7-8C18-E111-8047-BD3DB4FC679C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519734,UPT SATUAN PENDIDIKAN SDN KERSIKAN I BANGIL,20519734,Jl. Baru No. 289 B,KERSIKAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,521/42.13.08.92,13-08-1992,A,01-01-1910,Lihat SK Operasional,2022-09-14 00,A,3.000 m2,1. Smartfren,2. Telkom Speedy,PLN,,0343743478,kersikan1@yahoo.co.id,,-7.598531500000,112.788020200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0F509B7-8C18-E111-BFC2-BDB5521B2823,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519733,UPT SATUAN PENDIDIKAN SDN KERSIKAN II BANGIL,20519733,Jl. Kemaden No. 3,KERSIKAN,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,180/424.120.08.06/1971,01-01-1910,172 Tahun 2021,31-12-2021,Lihat SK Operasional,2023-01-27 08,A,3.000 m2,1. -,2. Telkom Speedy,PLN,,0343743974,kersikansdn02@gmail.com,,-7.595079600000,112.790524900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0C008B7-8C18-E111-9CAB-496C05D294BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519753,UPT SATUAN PENDIDIKAN SDN KIDULDALEM I BANGIL,20519753,Jl. Apel 387,KIDUL DALEM,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,AQ 523788,01-01-1910,AQ 523788,01-01-1910,Lihat SK Operasional,2020-07-15 12,A,6.489 m2,1. -,2. Lainnya (Serat Optik),PLN,,03436751165,sdnbangil1@gmail.com,,-7.601287800000,112.781439300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/000109B7-8C18-E111-9716-65E66809A530,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519752,UPT SATUAN PENDIDIKAN SDN KIDULDALEM III BANGIL,20519752,Jl. Apel No. 387,KIDUL DALEM,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,08/HD/II/2001,01-01-1910,1/kiduldalem/2001,01-01-1910,Lihat SK Operasional,2020-07-15 12,B,1.344 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,0343743798,sdnkiduldalemIII@gmail.com,,-7.601577600000,112.781533500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F01709B7-8C18-E111-BBBF-95637CB355AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519751,UPT SATUAN PENDIDIKAN SDN KIDULDALEM IV BANGIL,20519751,Jl Durian 581,KIDUL DALEM,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,903.1/.../2009,02-05-1979,432.1/..../2009,01-01-1910,Lihat SK Operasional,2020-07-15 12,B,3.782 m2,1. -,2. Telkom Speedy,PLN,,0343746468,sdkiduldalem4new@gmail.com,,-7.601828200000,112.786052900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0A109B7-8C18-E111-A354-B1DC0B8EFFCE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519744,UPT SATUAN PENDIDIKAN SDN KOLURSARI I BANGIL,20519744,Jalan Mendalan Nomor 300,KOLURSARI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,09/K.XIII/V/81,01-01-1981,590/255/431.IZU.31.01/VII,03-08-1995,Lihat SK Operasional,2020-07-15 12,B,595 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,0343744787,sdncolourone@gmail.com,http,-7.605994800000,112.782568900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/900D71B3-8C18-E111-AFEA-37F02E9674B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519729,UPT SATUAN PENDIDIKAN SDN KOLURSARI II BANGIL,20519729,Jalan Kolursari No.13,KOLURSARI,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,590/366/424.301.1.09/2019,01-01-1910,172 Tahun 2021,31-12-2021,Lihat SK Operasional,2023-01-31 14,B,2.380 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,0343743743,kolur2sdn@gmail.com,,-7.607721400000,112.781880900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Pasuruan,Bangil,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0840AB7-8C18-E111-AB82-35668D932D7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20519593,UPT SATUAN PENDIDIKAN SDN LATEK BANGIL,20519593,Latek Bangil,LATEK,KEC. BANGIL,KAB. PASURUAN,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1956,421.3/604/424.051/2018,01-01-1910,Lihat SK Operasional,2020-07-15 12,A,6.510 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,0343745077,sdnlatek3@gmail.com,,-7.608172600000,112.802189100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
