prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_13
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7DE704C1-52CC-480A-B470-910FDACC24EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603158,SMAS ARIF RAHMAN HAKIM,20603158,JL. TAMAN MAKAM BAHAGIA,PERIGI,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Arif Rahman Hakim,AJ5139,01,02-05-1995,214/IO2.1/KEP/OT/1999,06-03-1999,Lihat SK Operasional,2016-02-03 09,A,"2,000",1. Lainnya,2. Lainnya,PLN,0,0217455662,sekolaharh@gmail.com,http,-6.277400000000,106.696700000000,27,203,227,13,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"33,000",12,0,0,2,2,0,27,2,24,1,1,1,11,16,0,24,3,2,5,3,2,7,2,6,12,15,5,4,4,3,7,2,1,0,0,0,1,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B28CD683-AD4C-4E1F-9E2A-C786B46DCE61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603163,SMAS CENDERAWASIH II,20603163,Komplek Deplu 74,PONDOK KARYA,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Daya Dutika,AA0738,421.3/1219-Kesra/1989,27-03-1989,421.3/1219-Kesra/1989,27-03-1989,Silakan Upload SK (link file tidak valid) => [345441-285490--],2020-08-27 15,A,"3,000",1. -,2. Firstmedia,PLN,02173885659,02173885659,smacenderawasihii@gmail.com,http,-6.265573100000,106.741072500000,16,63,91,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"33,000",0,0,1,5,0,0,8,11,15,0,1,0,2,14,0,13,3,11,0,1,2,1,0,1,5,11,2,2,2,0,0,0,6,0,0,1,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B871AB8F-358E-43C8-8874-6CB3E7848F59,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20615101,SMAS IZADA,20615101,Jl. Jombang Raya No. 25A,PONDOK KACANG TIMUR,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Islam Ibuku,AJ5186,04/SKEP/BP-YPII/VII/2008,14-07-2008,421.3/1309a-Disdik/2009,12-10-2009,Lihat SK Operasional,2020-08-28 15,A,"1,870",1. Indosat IM3,2. Biznet (Serat Optik),PLN,02173450106,02173450114,smaizada@gmail.com,http,-6.260700000000,106.703700000000,18,102,92,7,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Indosat IM3,"53,000",10,3,1,4,0,0,21,0,18,0,0,0,5,13,0,17,1,1,6,5,2,1,3,0,11,7,3,2,2,10,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D4A7D8A3-B6BB-4705-BC7F-504B60ED6EDD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603347,SMAS KATOLIK RICCI II,20603347,JL.UTAMA II NO.1-2,PONDOK KARYA,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",yayasan ricci,AI0061,424.11/806-Kesra/93,28-02-1993,570/31/PIOSma/DPMPTSP/IV/2023,07-04-2023,Lihat SK Operasional,2023-04-14 08,A,"3,000",1. Smartfren,2. Telkom Speedy,PLN,0217365561,0217355891,smaricci2@sekolahricci.sch.id,http,-6.254500000000,106.743100000000,22,120,110,9,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,"130,000",13,3,1,2,0,0,26,0,22,0,0,0,13,9,0,22,0,3,5,1,1,6,2,4,7,15,3,3,3,13,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7BC752A5-9BB2-4AAA-8FA0-DA7228F97E77,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603348,SMAS KEBANGSAAN,20603348,JL.RAYA PONDOK AREN NO. 31,PONDOK AREN,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN HADI SISWA,AJ5209,1246/102/Kep/E/88,23-03-1988,1246/102/Kep/E/88,23-03-1988,Lihat SK Operasional,2019-03-07 10,A,"5,000",1. -,2. Telkom Speedy,PLN,,0217314316,smakbs_ktangsel@yahoo.com,http,-6.263100000000,106.719000000000,14,51,83,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"11,000",6,4,1,2,1,0,8,8,13,0,0,1,2,12,0,7,7,10,3,0,0,0,0,1,3,11,2,2,2,6,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB089FCC-0B9E-477B-B77A-1FEE23ECD456,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20614004,SMAS MENTARI INTERCULTURAL SCHOOL BINTARO,20614004,JL.PERIGI BARU,PERIGI,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SPK SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Bina Tunas Anak Indonesia,AL0986,4213/585/DISPEND/2008,27-10-2008,13816/C/KS/2020,23-12-2020,Lihat SK Operasional,2021-03-02 12,B,"7,500",1. Lainnya,2. Linknet,PLN,0217458569,0217458418,hs.bintaro@mis.sch.id,http,-6.280700000000,106.696200000000,27,129,171,12,International  Baccalaureate (IB),Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"263,000",13,4,1,4,0,0,32,4,27,0,0,0,0,27,0,23,4,2,13,4,4,3,1,0,17,10,4,4,4,13,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/977F8036-D5D1-496E-99DA-4869BB87FC34,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20615025,SMAS PENABUR BINTARO,20615025,"Jalan Panglima Polim Kavling A6 No.1, Sektor 7 Bintaro Jaya, Pondok Aren",PONDOK JAYA,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BADAN PENDIDIKAN KRISTEN PENABUR JAKARTA,AD1986,421.3/245/Dispendik/2009,13-02-2009,570/25/PIOSma/DPMPTSP/III/2023,27-03-2023,Lihat SK Operasional,2023-04-06 12,Sertifikat Kedaluwarsa,"27,230",1. -,2. Lainnya,PLN & Diesel,74862148,74862148,smakbintarojaya@bpkpenabur.or.id,http,-6.273600000000,106.714800000000,34,212,243,15,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"2,200",15,4,1,2,0,0,38,2,34,0,0,0,15,19,0,30,4,3,9,8,9,2,1,2,14,20,5,5,5,15,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CE37E54-C61C-4EF7-8413-DA99E87118C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603371,SMAS PLUS PEMBANGUNAN JAYA,20603371,Jl. Taman Makam Bahagia ABRI Bintaro Jaya Sektor IX,PERIGI,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN JAYA,AD0442,49/IO2.1/Kep/OT/1998,28-01-1998,49/IO2.1/Kep/OT/1998,28-01-1998,Lihat SK Operasional,2020-08-24 19,A,"10,600",1. -,2. Lainnya (Serat Optik),PLN,0217455836,0217455835,info.smapjbintaro@spj.sch.id,http,-6.263900000000,106.670700000000,26,203,161,12,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"198,000",20,3,1,7,0,0,26,6,26,0,0,0,13,13,0,25,1,7,4,2,4,2,7,0,18,8,4,4,4,20,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F64C272-9A51-4193-AFE9-29C9BCEB95ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69734140,SMAS TUNAS INDONESIA,69734140,JL. RAYA JOMBANG NO.18 BINTARO SEKTOR 9,PERIGI,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Tunas Indonesia Jaya,AJ5189,421.3/KEP.2247.1-DIKMEN/2,04-09-2012,570/21/PIOSma/DPMPTSP/II/2023,15-02-2023,Lihat SK Operasional,2023-03-01 19,B,"1,335",1. Telkom Speedy,2. Telkom Speedy,PLN,02174860350,02174864616,smatunasindonesia.official@mail.com,http,-6.285200000000,106.702100000000,8,14,23,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"44,000",6,5,1,2,0,0,11,0,8,0,0,0,1,7,0,6,2,1,3,1,1,0,1,1,5,3,2,2,2,6,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0F9A795-4174-49C8-B248-409ED69BD4D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603383,SMAS YADIKA 6 PONDOK AREN,20603383,JURANG MANGU BARAT RAYA NO.25 A,JURANG MANGGU BARAT,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ABDI KARYA,AJ6083,AHU-AH.01.06-0016542,18-11-2019,421.5/Kep.215-Dindik/2014,03-02-2014,Lihat SK Operasional,2020-08-24 19,A,"1,932",1. Telkomsel Flash,2. Telkomsel Flash,PLN,7378494,7379187,sma_yadika6@yahoo.com,http,-6.262900000000,106.722000000000,23,188,268,13,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"80,000",14,4,1,18,0,0,25,2,23,0,0,0,8,15,1,19,3,11,4,1,0,2,1,4,10,13,5,4,4,14,0,0,0,1,0,0,0,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D42726D-43E2-4B69-A697-4E4F3C424B46,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607831,SMK INSAN KREATIF,20607831,"JL. H. SARMAH NO.100 RT.04/02  Kel. Parigi, Kec. PONDOK AREN, TANGERANG SELATAN",PERIGI,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AL MUQRIYAH,AJ5131,052/Y.AMQ/SK/XII/2005,14-12-2005,421.5/102/Dis P&K/2006,14-01-2007,Lihat SK Operasional,2019-10-30 11,C,"1,020",1. Indosat IM3,2. Indosat IM3,PLN,,,insankreatif015@gmail.com,http,-6.264500000000,106.698900000000,9,36,16,3,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Siang/6 hari,,2022/2023-2,Indosat IM3,"1,300",4,0,1,2,0,0,8,2,9,0,0,0,4,5,0,8,1,1,1,0,1,4,1,1,3,6,1,1,1,4,0,0,0,1,0,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7F001599-07B3-4CEC-BE7E-1A78B0ED0B00,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603255,SMK KEBANGSAAN,20603255,JL. RAYA PONDOK AREN NO.31,PONDOK AREN,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN HADI SISWA,AJ5209,035/102/KEP/E/1991,06-07-1991,235/I02/Kep/X.1991,06-07-1991,Lihat SK Operasional,2018-08-24 09,A,"3,500",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,0217314316,smkkbs.tangsel@gmail.com,http,-6.263100000000,106.718900000000,15,179,145,12,SMK 2013 REV. Multimedia,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"33,000",13,0,1,2,0,0,9,8,15,0,0,0,2,13,0,12,3,8,2,1,2,2,0,0,5,10,4,5,3,0,13,0,0,0,1,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27C2217A-DA0E-49F7-AAD6-93A48D9E35BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69883429,SMK MEGA BANGSA,69883429,Jl. Pondok Kacang Raya No.117,PONDOK KACANG BARAT,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN ISLAM MIFTAHUL HUDA I (YAPIMDA I),AA0653,421.5/Kep.3321-Dikmen/2014,26-11-2014,421.5/Kep.3321-Dikmen/2014,26-11-2014,Lihat SK Operasional,2020-09-28 07,B,"1,000",1. -,2. Telkom Speedy,PLN,,02122270734,smkmegabangsa@gmail.com,http,-6.246100000000,106.689000000000,14,94,47,9,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,0,9,0,1,2,0,0,19,1,14,0,0,0,2,12,0,12,2,4,5,3,0,1,0,1,3,11,3,3,3,9,0,0,0,1,0,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B9645BD-EE24-4A8A-B454-8D252B9DB1CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20614730,SMKN 2 KOTA TANGERANG SELATAN,20614730,RAYA PONDOK AREN NO. 52,PONDOK AREN,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/ kep.369- Huk/2008,29-07-2008,800/1173-Dispen/2009,29-06-2009,Lihat SK Operasional,2015-08-19 08,A,"14,854",1. Lainnya (Wavelan),2. Lainnya (Wavelan),PLN,0217319996,0217319996,smkn2tangsel@gmail.com,http,-6.258000000000,106.706100000000,59,805,591,33,SMK 2013 REV. Multimedia,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Wavelan),"219,998",33,1,1,1,25,1,0,33,39,0,19,1,34,25,0,56,3,5,12,11,8,16,3,4,29,30,11,11,11,33,0,0,0,1,0,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/378C036F-549F-4B54-9B34-BA68FEF4C3D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607826,SMKS AL IKHWANIYAH,20607826,PANTI ASUHAN KP. CEGER NO. 73,JURANG MANGGU BARAT,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN ISLAM PONDOK PESANTREN AL IKHWANIYAH,AL0992,421/ 775 / Dis P&K / 2006,13-12-2006,421/775/Dis P&K / 2006,13-12-2006,Lihat SK Operasional,2022-01-13 15,B,"3,710",1. Telkom Speedy,2. Telkom Speedy,PLN,02173670515,02173670515,smkalikhwaniyah01@gmail.com,http,-6.253872000000,106.729066000000,29,171,189,12,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"15,400",12,0,1,28,0,0,29,1,29,0,0,0,8,21,0,26,3,11,2,3,10,0,2,1,11,18,5,5,2,12,0,0,0,1,0,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0D61FA9-B343-464E-9094-0AD143FAE79C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607827,SMKS ANNAJIYAH,20607827,JL. PLN NO.80 PONDOK AREN TANGERANG,PONDOK KARYA,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Panti Asuhan Annajiyah,AL1006,25,09-01-2001,25/I02.1/Kep/OT/2001,09-01-2001,Lihat SK Operasional,2016-06-22 13,C,"3,500",1. Indosat IM3,2. Telkom Speedy,PLN,0217370762,0217370762,smkannajiyah.pondokaren@gmail.com,http,-6.254900000000,106.742800000000,10,27,34,3,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Pagi/6 hari,,2022/2023-2,Indosat IM3,"4,400",3,0,1,1,0,0,11,1,10,0,0,0,5,5,0,10,0,1,0,2,4,1,2,0,5,5,1,1,1,0,3,0,0,0,0,1,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8ED766D4-93FF-463F-BDF5-E248CFC0F0E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69755453,SMKS BAHAGIA,69755453,JL. KANTOR KELURAHAN PONDOK JAYA NO.46,PONDOK JAYA,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Islam Al-Sa'adah,AL1033,C-405.HT.03.01-Th. 2005,05-12-2005,800/1752-DISPEND/2010,15-10-2010,Lihat SK Operasional,2022-08-18 12,B,"2,010",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,,22703536,yaspiasmts@yahoo.co.id,,-6.270600000000,106.716500000000,15,116,73,7,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"9,900",8,1,1,2,0,0,12,4,15,0,0,0,3,12,1,10,4,3,3,1,3,3,1,1,7,8,3,2,2,8,0,0,0,1,0,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/01650C3D-294E-4362-839E-B8D83C2037E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30409931,SMKS BINA WISATA,30409931,"Jl. Raya Ceger, Ruko Depan Pasar Ceger Pondok Aren",PONDOK AREN,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Budi Mulya,AL1714,011.YBM.3.VII.11,13-09-2011,420/3916-Disdik/2011,19-12-2011,Silakan Upload SK (link file tidak valid) => [340945-761281--],2020-08-26 18,C,0,1. Smartfren,2. Telkom Speedy,PLN,02129041171,,smkbwtangsel@gmail.com,http,-6.257100000000,106.709600000000,7,45,21,3,SMK 2013 REV.  Perhotelan,Pagi/6 hari,,2022/2023-2,Smartfren,"5,000",3,2,1,2,2,0,4,2,5,0,2,0,2,5,0,5,2,3,0,0,0,0,3,1,3,4,1,1,1,0,3,0,0,0,1,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/713F1AAE-BB3A-4142-BB15-CB766E4171A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20615493,SMKS BINTANG NUSANTARA BINUSA,20615493,JL. PONDOK AREN-JOMBANG NO. 15,PONDOK KACANG TIMUR,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ALMUBARAK,AL1009,800/515-DISPEND/2010,31-03-2010,800/515-DISPEND/2010,31-03-2010,Lihat SK Operasional,2015-10-14 05,A,"9,200",1. Telkom Astinet,2. Telkom Astinet,PLN,02174864847,02174864847,humas@albin.sch.id,http,-6.266800000000,106.706000000000,31,136,121,12,SMK 2013 REV. Multimedia,Siang/6 hari,,2022/2023-2,Telkom Astinet,"16,000",13,0,1,2,0,0,32,4,30,0,1,0,12,19,0,26,5,10,5,4,6,2,2,2,17,14,4,4,4,13,0,0,0,1,0,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C1D8451-B385-453A-99CF-9ADBB50B1F19,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20615746,SMKS FADILAH,20615746,SETU RAYA PENDIDIKAN II,PERIGI,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN FADILAH,AW9555,800/1501-Dispend/2010,26-08-2010,800/1501-Dispend/2010,26-08-2010,Lihat SK Operasional,2021-09-08 00,A,"4,000",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,02122214499,02122214499,sekolahfadilah@gmail.com,http,-6.281700000000,106.693200000000,33,465,189,19,SMK 2013 REV. Rekayasa Perangkat Lunak,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"53,000",19,0,1,4,0,0,37,6,33,0,0,0,8,25,1,30,2,6,11,5,2,4,4,1,19,14,7,6,6,19,0,0,0,1,0,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/94CB83C2-18E1-4C68-B530-1022E2306FCC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69753589,SMKS KESEHATAN PRIMA HUSADA,69753589,JL. KELURAHAN JURANG MANGU BARAT PONDOK AREN,JURANG MANGGU BARAT,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Kuarta Prima Indonesia,AN7359,421.3/Kep/213-Dikmen/2013,05-02-2013,421.3/Kep.213-Dikmen/2013,05-02-2013,Lihat SK Operasional,2015-10-23 09,Sertifikat Kedaluwarsa,"1,188",1. Telkom Speedy,2. Telkom Speedy,PLN,,0217353521,smkkesehatanprimahusada@gmail.com,http,-6.260500000000,106.732400000000,11,5,35,6,SMK 2013 REV. Asisten Keperawatan,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"1,300",6,0,1,1,0,0,7,5,11,0,0,0,1,10,0,9,2,6,2,2,0,1,0,0,3,8,2,2,2,1,5,0,0,0,1,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DEA0C4CC-5FB3-4F54-BB89-350D90D2818A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60725682,SMKS MAHKOTA WISATA,60725682,JL. JAPOS RAYA PONDOK JATI NO.45.b,JURANG MANGGU BARAT,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN MAHKOTA WISATA,AW8872,AHU.2785.AH.01.04.Tahun2010,12-07-2010,"421,3/KEP,2412-Dikmen/2012",18-09-2011,Lihat SK Operasional,2021-05-16 22,C,600,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smkmahkotawisata1@gmail.com,,-6.262200000000,106.733700000000,3,8,7,2,SMK 2013 REV.  Perhotelan,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",5,0,1,2,0,0,2,2,3,0,0,0,0,3,0,1,2,0,0,1,0,2,0,0,1,2,1,1,0,2,3,0,0,0,1,0,0,,,,,,,,,,,0
Banten,Kota Tangerang Selatan,Pondok Aren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/007FC33F-DD95-40DE-8F84-A6AEF05BE7FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603305,SMKS UTAMA,20603305,JL. BONJOL NO.98 PONDOK AREN,JURANG MANGGU TIMUR,KEC. PONDOK AREN,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN PUTRA GUMANTI,AJ5162,2387/102-1/Kep/OP/2000,01-01-1900,800/3691-Dispend/2011,19-10-2000,Lihat SK Operasional,2020-08-25 12,C,"2,496",1. -,2. Telkom Speedy,PLN,,0217376272,utama_smk@yahoo.com,,-6.267300000000,106.737900000000,21,125,45,6,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"3,600",11,0,1,2,0,0,19,8,21,0,0,0,9,12,0,15,6,1,4,4,3,3,1,5,12,9,2,2,2,11,0,0,0,0,1,0,0,,,,,,,,,,,0
